date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
2017-08-19,15:00,Championship,Matchweek 4,Sat,Home,W,1,0,Reading,41,11174,Paul Huntington,4-2-3-1,Andy Madley,Match Report,,21,8,,,0,0,2017,Preston North End
2017-08-26,15:00,Championship,Matchweek 5,Sat,Away,D,0,0,Middlesbrough,52,25295,Paul Huntington,4-1-4-1,Darren England,Match Report,,12,4,,,0,0,2017,Preston North End
2017-09-09,15:00,Championship,Matchweek 6,Sat,Home,D,1,1,Barnsley,56,12813,Paul Huntington,4-4-2,Peter Bankes,Match Report,,17,7,,,0,0,2017,Preston North End
2017-09-12,19:45,Championship,Matchweek 7,Tue,Home,W,3,0,Cardiff City,54,10796,Paul Huntington,4-2-3-1,Oliver Langford,Match Report,,16,7,,,0,0,2017,Preston North End
2017-09-16,15:00,Championship,Matchweek 8,Sat,Away,W,3,1,Birmingham City,49,21168,Paul Huntington,4-2-3-1,Keith Stroud,Match Report,,14,6,,,0,0,2017,Preston North End
2017-09-23,15:00,Championship,Matchweek 9,Sat,Home,D,0,0,Millwall,62,12363,Paul Huntington,4-2-3-1,Darren Bond,Match Report,,12,2,,,0,0,2017,Preston North End
2017-09-26,19:45,Championship,Matchweek 10,Tue,Away,W,2,1,Hull City,48,15443,Paul Huntington,4-2-3-1,James Linington,Match Report,,15,7,,,0,0,2017,Preston North End
2017-09-30,15:00,Championship,Matchweek 11,Sat,Home,D,2,2,Sunderland,60,17621,Paul Huntington,4-2-3-1,Chris Kavanagh,Match Report,,9,2,,,0,0,2017,Preston North End
2017-10-14,15:00,Championship,Matchweek 12,Sat,Away,D,2,2,Fulham,29,18435,Paul Huntington,4-2-3-1,Darren England,Match Report,,14,5,,,0,0,2017,Preston North End
2017-10-21,15:00,Championship,Matchweek 13,Sat,Away,L,2,3,Wolves,56,27352,Paul Huntington,4-2-3-1,Steve Martin,Match Report,,10,2,,,0,0,2017,Preston North End
2017-10-28,15:00,Championship,Matchweek 14,Sat,Home,L,2,3,Brentford,56,12005,Paul Huntington,4-2-3-1,David Coote,Match Report,,13,3,,,0,0,2017,Preston North End
2017-11-01,19:45,Championship,Matchweek 15,Wed,Home,L,0,2,Aston Villa,58,14212,Ben Pearson,4-2-3-1,Peter Bankes,Match Report,,8,2,,,0,0,2017,Preston North End
2017-11-04,15:00,Championship,Matchweek 16,Sat,Away,L,0,3,Ipswich Town,65,14390,Paul Huntington,4-2-3-1,Andy Madley,Match Report,,12,3,,,0,0,2017,Preston North End
2017-11-17,19:45,Championship,Matchweek 17,Fri,Home,D,0,0,Bolton,57,15213,Paul Huntington,4-2-3-1,Simon Hooper,Match Report,,12,4,,,0,0,2017,Preston North End
2017-11-21,19:45,Championship,Matchweek 18,Tue,Away,W,2,1,Bristol City,35,17355,Paul Huntington,4-4-2,Darren Bond,Match Report,,13,5,,,0,0,2017,Preston North End
2017-11-25,15:00,Championship,Matchweek 19,Sat,Away,D,1,1,Norwich City,48,21167,Paul Huntington,4-2-3-1,Tim Robinson,Match Report,,19,4,,,0,0,2017,Preston North End
2017-12-02,15:00,Championship,Matchweek 20,Sat,Home,W,1,0,QPR,66,11290,Tom Clarke,4-2-3-1,Jeremy Simpson,Match Report,,20,5,,,0,0,2017,Preston North End
2017-12-09,15:00,Championship,Matchweek 21,Sat,Away,W,2,1,Burton Albion,54,3659,Tom Clarke,4-2-3-1,Keith Stroud,Match Report,,17,7,,,0,0,2017,Preston North End
2017-12-16,15:00,Championship,Matchweek 22,Sat,Home,W,1,0,Sheffield Utd,47,15202,Tom Clarke,4-3-1-2,Tim Robinson,Match Report,,11,4,,,0,0,2017,Preston North End
2017-12-23,15:00,Championship,Matchweek 23,Sat,Home,D,1,1,Nott'ham Forest,54,13481,Tom Clarke,4-2-3-1,Scott Duncan,Match Report,,16,5,,,0,0,2017,Preston North End
2017-12-26,15:00,Championship,Matchweek 24,Tue,Away,D,0,0,Barnsley,50,14014,Paul Huntington,4-2-3-1,Geoff Eltringham,Match Report,,11,2,,,0,0,2017,Preston North End
2017-12-29,19:45,Championship,Matchweek 25,Fri,Away,W,1,0,Cardiff City,59,17751,Tom Clarke,4-2-3-1,James Linington,Match Report,,16,4,,,0,0,2017,Preston North End
2018-01-01,15:00,Championship,Matchweek 26,Mon,Home,L,2,3,Middlesbrough,63,15101,Tom Clarke,4-2-3-1,David Coote,Match Report,,20,7,,,0,0,2017,Preston North End
2018-01-13,15:00,Championship,Matchweek 27,Sat,Away,D,1,1,Millwall,61,11751,Tom Clarke,4-2-3-1,Jeremy Simpson,Match Report,,11,3,,,0,0,2017,Preston North End
2018-01-20,15:00,Championship,Matchweek 28,Sat,Home,D,1,1,Birmingham City,48,13529,Tom Clarke,4-2-3-1,Andrew Davies,Match Report,,6,3,,,0,0,2017,Preston North End
2018-01-30,19:45,Championship,Matchweek 29,Tue,Away,W,3,0,Nott'ham Forest,46,22044,Tom Clarke,4-2-3-1,Geoff Eltringham,Match Report,,15,7,,,1,1,2017,Preston North End
2018-02-03,15:00,Championship,Matchweek 30,Sat,Home,W,2,1,Hull City,53,11605,Tom Clarke,4-2-3-1,Steve Martin,Match Report,,15,6,,,1,1,2017,Preston North End
2018-02-10,15:00,Championship,Matchweek 31,Sat,Away,D,1,1,Brentford,36,9194,Greg Cunningham,4-2-3-1,Simon Hooper,Match Report,,10,1,,,0,0,2017,Preston North End
2018-02-17,15:00,Championship,Matchweek 32,Sat,Home,D,1,1,Wolves,39,18570,Paul Huntington,4-2-3-1,Robert Jones,Match Report,,7,2,,,0,0,2017,Preston North End
2018-02-20,19:45,Championship,Matchweek 33,Tue,Away,D,1,1,Aston Villa,48,30894,Greg Cunningham,4-2-3-1,Darren England,Match Report,,21,7,,,0,0,2017,Preston North End
2018-02-24,15:00,Championship,Matchweek 34,Sat,Home,L,0,1,Ipswich Town,62,11511,Greg Cunningham,4-2-3-1,Scott Duncan,Match Report,,11,3,,,0,0,2017,Preston North End
2018-03-03,15:00,Championship,Matchweek 35,Sat,Away,W,3,1,Bolton,63,18141,Greg Cunningham,4-2-3-1,Peter Bankes,Match Report,,12,5,,,0,0,2017,Preston North End
2018-03-06,19:45,Championship,Matchweek 36,Tue,Home,W,2,1,Bristol City,40,11264,Greg Cunningham,4-2-3-1,Geoff Eltringham,Match Report,,15,4,,,0,0,2017,Preston North End
2018-03-10,15:00,Championship,Matchweek 37,Sat,Home,L,1,2,Fulham,48,12970,Greg Cunningham,4-2-3-1,Simon Hooper,Match Report,,11,5,,,0,0,2017,Preston North End
2018-03-17,15:00,Championship,Matchweek 38,Sat,Away,W,2,0,Sunderland,64,28543,Paul Huntington,4-2-3-1,Darren Bond,Match Report,,12,5,,,0,0,2017,Preston North End
2018-03-30,15:00,Championship,Matchweek 39,Fri,Away,L,1,4,Sheffield Weds,58,26588,Paul Huntington,4-2-3-1,Tim Robinson,Match Report,,10,2,,,0,0,2017,Preston North End
2018-04-02,12:45,Championship,Matchweek 40,Mon,Home,L,0,1,Derby County,64,13520,Greg Cunningham,4-2-3-1,Tony Harrington,Match Report,,19,4,,,0,1,2017,Preston North End
2018-04-07,15:00,Championship,Matchweek 41,Sat,Away,L,0,1,Reading,61,15501,Greg Cunningham,4-2-3-1,Andy Madley,Match Report,,18,3,,,0,0,2017,Preston North End
2018-04-10,19:45,Championship,Matchweek 42,Tue,Home,W,3,1,Leeds United,51,14188,Tom Clarke,4-2-3-1,Lee Probert,Match Report,,17,7,,,1,1,2017,Preston North End
2018-04-14,15:00,Championship,Matchweek 43,Sat,Away,W,2,1,QPR,47,13760,Tom Clarke,4-1-4-1,Robert Jones,Match Report,,14,7,,,0,0,2017,Preston North End
2018-04-21,15:00,Championship,Matchweek 44,Sat,Home,D,0,0,Norwich City,44,13038,Tom Clarke,4-2-3-1,Geoff Eltringham,Match Report,,10,2,,,0,0,2017,Preston North End
2018-04-28,15:00,Championship,Matchweek 45,Sat,Away,W,1,0,Sheffield Utd,42,28568,Greg Cunningham,4-2-2-2,James Linington,Match Report,,8,3,,,0,0,2017,Preston North End
2018-05-06,12:30,Championship,Matchweek 46,Sun,Home,W,2,1,Burton Albion,57,17058,Tom Clarke,4-2-3-1,Andy Madley,Match Report,,18,6,,,0,0,2017,Preston North End
2017-08-04,19:45,Championship,Matchweek 1,Fri,Away,L,0,1,Nott'ham Forest,32,28065,Steve Morison,4-4-2,Peter Bankes,Match Report,,22,5,,,0,0,2017,Millwall
2017-08-12,15:00,Championship,Matchweek 2,Sat,Home,D,1,1,Bolton,53,12238,Steve Morison,4-4-2,Andrew Davies,Match Report,,14,8,,,0,0,2017,Millwall
2017-08-15,19:45,Championship,Matchweek 3,Tue,Home,L,3,4,Ipswich Town,56,11919,Steve Morison,4-4-2,James Linington,Match Report,,23,6,,,0,0,2017,Millwall
2017-08-19,15:00,Championship,Matchweek 4,Sat,Away,D,0,0,Bristol City,41,18230,Steve Morison,4-4-2,Darren England,Match Report,,14,3,,,0,0,2017,Millwall
2017-08-26,15:00,Championship,Matchweek 5,Sat,Home,W,4,0,Norwich City,28,12671,Steve Morison,4-4-2,Tony Harrington,Match Report,,11,6,,,0,0,2017,Millwall
2017-09-09,15:00,Championship,Matchweek 6,Sat,Away,L,0,1,Wolves,33,24426,Steve Morison,4-4-2,Robert Madley,Match Report,,9,3,,,0,0,2017,Millwall
2017-09-12,19:45,Championship,Matchweek 7,Tue,Away,D,2,2,QPR,31,12600,Steve Morison,4-4-2,Roger East,Match Report,,14,7,,,0,0,2017,Millwall
2017-09-16,15:00,Championship,Matchweek 8,Sat,Home,W,1,0,Leeds United,46,16447,Steve Morison,4-4-2,Tim Robinson,Match Report,,20,6,,,0,0,2017,Millwall
2017-09-23,15:00,Championship,Matchweek 9,Sat,Away,D,0,0,Preston,39,12363,Steve Morison,4-4-2,Darren Bond,Match Report,,10,1,,,0,0,2017,Millwall
2017-09-26,19:45,Championship,Matchweek 10,Tue,Home,W,2,1,Reading,34,10399,Steve Morison,4-4-2,Andy Madley,Match Report,,6,4,,,0,0,2017,Millwall
2017-09-30,15:00,Championship,Matchweek 11,Sat,Home,L,1,3,Barnsley,50,12147,Steve Morison,4-4-2,Oliver Langford,Match Report,,14,6,,,1,1,2017,Millwall
2017-10-14,15:00,Championship,Matchweek 12,Sat,Away,L,0,1,Brentford,37,9622,Shaun Hutchinson,4-4-2,Lee Probert,Match Report,,19,6,,,0,1,2017,Millwall
2017-10-21,17:30,Championship,Matchweek 13,Sat,Home,W,2,0,Birmingham City,50,14500,Steve Morison,4-4-2,Simon Hooper,Match Report,,14,3,,,0,0,2017,Millwall
2017-10-28,15:00,Championship,Matchweek 14,Sat,Away,D,0,0,Cardiff City,43,18496,Steve Morison,4-4-2,Steve Martin,Match Report,,7,2,,,0,0,2017,Millwall
2017-10-31,19:45,Championship,Matchweek 15,Tue,Away,L,1,2,Sheffield Weds,40,23403,Shaun Hutchinson,4-4-2,James Linington,Match Report,,13,3,,,0,0,2017,Millwall
2017-11-04,15:00,Championship,Matchweek 16,Sat,Home,L,0,1,Burton Albion,53,11507,Tony Craig,4-4-2,Tony Harrington,Match Report,,13,2,,,0,0,2017,Millwall
2017-11-18,15:00,Championship,Matchweek 17,Sat,Away,D,2,2,Sunderland,35,27399,Shaun Hutchinson,4-4-2,Tim Robinson,Match Report,,11,3,,,0,0,2017,Millwall
2017-11-21,19:45,Championship,Matchweek 18,Tue,Home,D,0,0,Hull City,48,9817,Shaun Hutchinson,4-4-2,Jeremy Simpson,Match Report,,15,5,,,0,0,2017,Millwall
2017-11-25,15:00,Championship,Matchweek 19,Sat,Away,L,0,1,Fulham,36,17984,Steve Morison,4-4-2,Paul Tierney,Match Report,,13,1,,,0,0,2017,Millwall
2017-12-02,15:00,Championship,Matchweek 20,Sat,Home,W,3,1,Sheffield Utd,37,12669,Steve Morison,4-4-2,Andy Madley,Match Report,,11,4,,,0,0,2017,Millwall
2017-12-09,15:00,Championship,Matchweek 21,Sat,Away,D,0,0,Aston Villa,44,29628,Steve Morison,4-4-2,Andrew Davies,Match Report,,16,8,,,0,0,2017,Millwall
2017-12-16,15:00,Championship,Matchweek 22,Sat,Home,W,2,1,Middlesbrough,34,12026,Steve Morison,4-4-2,Oliver Langford,Match Report,,15,8,,,0,0,2017,Millwall
2017-12-23,15:00,Championship,Matchweek 23,Sat,Away,L,0,3,Derby County,48,25813,Steve Morison,4-4-2,Darren England,Match Report,,12,3,,,0,0,2017,Millwall
2017-12-26,13:00,Championship,Matchweek 24,Tue,Home,D,2,2,Wolves,37,13121,Shaun Williams,4-4-2,Tim Robinson,Match Report,,11,5,,,0,0,2017,Millwall
2017-12-29,19:45,Championship,Matchweek 25,Fri,Home,W,1,0,QPR,54,16601,Steve Morison,4-4-2,Keith Stroud,Match Report,,10,3,,,0,0,2017,Millwall
2018-01-01,15:00,Championship,Matchweek 26,Mon,Away,L,1,2,Norwich City,39,25774,Steve Morison,4-4-2,Steve Martin,Match Report,,7,3,,,0,0,2017,Millwall
2018-01-13,15:00,Championship,Matchweek 27,Sat,Home,D,1,1,Preston,39,11751,Steve Morison,4-4-2,Jeremy Simpson,Match Report,,9,1,,,0,0,2017,Millwall
2018-01-20,15:00,Championship,Matchweek 28,Sat,Away,W,4,3,Leeds United,51,33564,Steve Morison,4-4-2,David Coote,Match Report,,26,8,,,0,0,2017,Millwall
2018-01-30,19:45,Championship,Matchweek 29,Tue,Home,D,0,0,Derby County,41,10931,Shaun Hutchinson,4-4-2,Oliver Langford,Match Report,,13,4,,,0,0,2017,Millwall
2018-02-03,15:00,Championship,Matchweek 30,Sat,Away,W,2,0,Reading,38,17282,Steve Morison,4-4-2,Geoff Eltringham,Match Report,,16,6,,,0,0,2017,Millwall
2018-02-09,19:45,Championship,Matchweek 31,Fri,Home,D,1,1,Cardiff City,56,13204,Steve Morison,4-4-2,Keith Stroud,Match Report,,17,6,,,0,0,2017,Millwall
2018-02-17,15:00,Championship,Matchweek 32,Sat,Away,W,1,0,Birmingham City,39,19111,Steve Morison,4-4-2,Darren England,Match Report,,11,6,,,0,0,2017,Millwall
2018-02-20,19:45,Championship,Matchweek 33,Tue,Home,W,2,1,Sheffield Weds,37,11007,Steve Morison,4-4-2,Peter Bankes,Match Report,,13,5,,,0,0,2017,Millwall
2018-02-24,15:00,Championship,Matchweek 34,Sat,Away,W,1,0,Burton Albion,42,4105,Steve Morison,4-4-2,Robert Jones,Match Report,,8,3,,,0,0,2017,Millwall
2018-03-03,15:00,Championship,Matchweek 35,Sat,Home,D,1,1,Sunderland,56,14358,Steve Morison,4-4-2,Andrew Davies,Match Report,,15,7,,,0,0,2017,Millwall
2018-03-06,19:45,Championship,Matchweek 36,Tue,Away,W,2,1,Hull City,35,13524,Shaun Hutchinson,4-4-2,David Coote,Match Report,,12,5,,,0,0,2017,Millwall
2018-03-10,15:00,Championship,Matchweek 37,Sat,Home,W,1,0,Brentford,33,13251,Steve Morison,4-4-2,Stuart Attwell,Match Report,,12,4,,,0,0,2017,Millwall
2018-03-17,13:00,Championship,Matchweek 38,Sat,Away,W,2,0,Barnsley,36,13041,Steve Morison,4-4-2,Peter Bankes,Match Report,,10,3,,,0,0,2017,Millwall
2018-03-30,13:00,Championship,Matchweek 39,Fri,Home,W,2,0,Nott'ham Forest,35,16004,Steve Morison,4-4-2,Scott Duncan,Match Report,,11,5,,,0,0,2017,Millwall
2018-04-02,15:00,Championship,Matchweek 40,Mon,Away,D,2,2,Ipswich Town,44,16010,Steve Morison,4-4-2,Steve Martin,Match Report,,21,5,,,0,0,2017,Millwall
2018-04-07,15:00,Championship,Matchweek 41,Sat,Home,W,2,0,Bristol City,37,16081,Steve Morison,4-4-2,Simon Hooper,Match Report,,12,6,,,0,0,2017,Millwall
2018-04-10,20:00,Championship,Matchweek 42,Tue,Away,W,2,0,Bolton,45,13810,Shaun Hutchinson,4-4-2,Robert Jones,Match Report,,13,6,,,0,0,2017,Millwall
2018-04-14,13:00,Championship,Matchweek 43,Sat,Away,D,1,1,Sheffield Utd,37,27454,Steve Morison,4-4-2,David Coote,Match Report,,12,3,,,0,0,2017,Millwall
2018-04-20,19:45,Championship,Matchweek 44,Fri,Home,L,0,3,Fulham,33,17614,Steve Morison,4-4-2,Andre Marriner,Match Report,,7,4,,,0,0,2017,Millwall
2018-04-28,17:30,Championship,Matchweek 45,Sat,Away,L,0,2,Middlesbrough,56,28606,Steve Morison,4-4-2,Paul Tierney,Match Report,,8,3,,,0,0,2017,Millwall
2018-05-06,12:30,Championship,Matchweek 46,Sun,Home,W,1,0,Aston Villa,40,17195,Steve Morison,4-4-2,Tim Robinson,Match Report,,13,3,,,1,2,2017,Millwall
2017-08-05,15:00,Championship,Matchweek 1,Sat,Away,L,0,1,Sheffield Utd,59,26746,Andreas Bjelland,4-2-3-1,Steve Martin,Match Report,,12,5,,,0,0,2017,Brentford
2017-08-12,15:00,Championship,Matchweek 2,Sat,Home,L,3,4,Nott'ham Forest,57,10169,John Egan,4-2-3-1,James Linington,Match Report,,20,9,,,0,0,2017,Brentford
2017-08-15,19:45,Championship,Matchweek 3,Tue,Home,D,2,2,Bristol City,64,9811,Harlee Dean,4-2-3-1,Peter Bankes,Match Report,,24,10,,,0,0,2017,Brentford
2017-08-19,15:00,Championship,Matchweek 4,Sat,Away,L,0,2,Ipswich Town,65,15348,Nico Yennaris,4-2-3-1,Oliver Langford,Match Report,,22,6,,,0,0,2017,Brentford
2017-08-26,15:00,Championship,Matchweek 5,Sat,Home,D,0,0,Wolves,53,10351,Harlee Dean,4-2-3-1,Tim Robinson,Match Report,,14,2,,,0,0,2017,Brentford
2017-09-09,15:00,Championship,Matchweek 6,Sat,Away,D,0,0,Aston Villa,51,29799,Nico Yennaris,4-2-3-1,Scott Duncan,Match Report,,18,5,,,0,0,2017,Brentford
2017-09-12,19:45,Championship,Matchweek 7,Tue,Away,L,1,2,Sheffield Weds,54,23536,Nico Yennaris,4-2-3-1,Jeremy Simpson,Match Report,,17,5,,,0,0,2017,Brentford
2017-09-16,15:00,Championship,Matchweek 8,Sat,Home,D,1,1,Reading,49,9739,John Egan,4-2-3-1,Tony Harrington,Match Report,,20,6,,,0,0,2017,Brentford
2017-09-23,15:00,Championship,Matchweek 9,Sat,Away,W,3,0,Bolton,57,13897,John Egan,4-2-3-1,Darren England,Match Report,,22,10,,,0,0,2017,Brentford
2017-09-26,19:45,Championship,Matchweek 10,Tue,Home,D,1,1,Derby County,76,8679,Nico Yennaris,4-2-3-1,Andrew Davies,Match Report,,14,2,,,0,0,2017,Brentford
2017-09-30,15:00,Championship,Matchweek 11,Sat,Away,D,2,2,Middlesbrough,49,24545,Nico Yennaris,4-3-3,Paul Tierney,Match Report,,14,2,,,0,0,2017,Brentford
2017-10-14,15:00,Championship,Matchweek 12,Sat,Home,W,1,0,Millwall,63,9622,John Egan,4-2-3-1,Lee Probert,Match Report,,18,3,,,0,0,2017,Brentford
2017-10-21,15:00,Championship,Matchweek 13,Sat,Home,D,3,3,Sunderland,60,10726,John Egan,4-2-3-1,Darren England,Match Report,,18,9,,,0,0,2017,Brentford
2017-10-28,15:00,Championship,Matchweek 14,Sat,Away,W,3,2,Preston,44,12005,John Egan,4-3-3,David Coote,Match Report,,17,4,,,0,0,2017,Brentford
2017-11-01,19:45,Championship,Matchweek 15,Wed,Away,W,2,0,Birmingham City,57,19045,John Egan,4-2-3-1,Jonathan Moss,Match Report,,16,5,,,1,1,2017,Brentford
2017-11-04,17:30,Championship,Matchweek 16,Sat,Home,W,3,1,Leeds United,49,11068,John Egan,4-2-3-1,Stuart Attwell,Match Report,,19,6,,,0,1,2017,Brentford
2017-11-18,15:00,Championship,Matchweek 17,Sat,Away,L,0,2,Cardiff City,70,16335,John Egan,4-2-3-1,Andy Madley,Match Report,,25,8,,,0,0,2017,Brentford
2017-11-21,19:45,Championship,Matchweek 18,Tue,Home,D,1,1,Burton Albion,66,7957,John Egan,4-2-3-1,Chris Kavanagh,Match Report,,13,2,,,0,0,2017,Brentford
2017-11-27,19:45,Championship,Matchweek 19,Mon,Away,D,2,2,QPR,51,13410,John Egan,4-3-3,Steve Martin,Match Report,,21,7,,,0,0,2017,Brentford
2017-12-02,15:00,Championship,Matchweek 20,Sat,Home,W,3,1,Fulham,51,11090,John Egan,4-3-3,Robert Madley,Match Report,,17,6,,,0,0,2017,Brentford
2017-12-09,15:00,Championship,Matchweek 21,Sat,Away,L,2,3,Hull City,60,14620,John Egan,4-2-3-1,Simon Hooper,Match Report,,10,5,,,0,0,2017,Brentford
2017-12-16,15:00,Championship,Matchweek 22,Sat,Home,D,0,0,Barnsley,64,9868,John Egan,4-2-3-1,David Coote,Match Report,,22,6,,,0,0,2017,Brentford
2017-12-22,19:45,Championship,Matchweek 23,Fri,Away,W,2,1,Norwich City,44,26725,Andreas Bjelland,4-1-4-1,Jeremy Simpson,Match Report,,15,7,,,0,0,2017,Brentford
2017-12-26,19:30,Championship,Matchweek 24,Tue,Home,W,2,1,Aston Villa,53,11341,Andreas Bjelland,4-2-3-1,Keith Stroud,Match Report,,17,5,,,0,0,2017,Brentford
2017-12-30,15:00,Championship,Matchweek 25,Sat,Home,W,2,0,Sheffield Weds,56,10853,Nico Yennaris,4-2-3-1,David Coote,Match Report,,16,6,,,0,0,2017,Brentford
2018-01-02,19:45,Championship,Matchweek 26,Tue,Away,L,0,3,Wolves,53,28475,Nico Yennaris,4-2-3-1,Andy Madley,Match Report,,12,0,,,0,0,2017,Brentford
2018-01-13,15:00,Championship,Matchweek 27,Sat,Home,W,2,0,Bolton,67,9507,Nico Yennaris,4-2-3-1,Andrew Davies,Match Report,,20,4,,,0,0,2017,Brentford
2018-01-20,15:00,Championship,Matchweek 28,Sat,Away,W,1,0,Reading,47,17893,Nico Yennaris,4-2-3-1,Darren Bond,Match Report,,23,10,,,0,0,2017,Brentford
2018-01-27,15:00,Championship,Matchweek 29,Sat,Home,L,0,1,Norwich City,52,10252,Nico Yennaris,4-3-3,Scott Duncan,Match Report,,22,6,,,0,0,2017,Brentford
2018-02-03,15:00,Championship,Matchweek 30,Sat,Away,L,0,3,Derby County,46,25938,Andreas Bjelland,4-2-3-1,Peter Bankes,Match Report,,7,2,,,0,0,2017,Brentford
2018-02-10,15:00,Championship,Matchweek 31,Sat,Home,D,1,1,Preston,64,9194,Andreas Bjelland,4-2-3-1,Simon Hooper,Match Report,,12,5,,,0,0,2017,Brentford
2018-02-17,15:00,Championship,Matchweek 32,Sat,Away,W,2,0,Sunderland,59,27702,John Egan,4-2-3-1,John Brooks,Match Report,,20,5,,,0,0,2017,Brentford
2018-02-20,19:45,Championship,Matchweek 33,Tue,Home,W,5,0,Birmingham City,62,9511,John Egan,4-2-3-1,Geoff Eltringham,Match Report,,28,9,,,0,0,2017,Brentford
2018-02-24,15:00,Championship,Matchweek 34,Sat,Away,L,0,1,Leeds United,62,28428,John Egan,4-2-3-1,Oliver Langford,Match Report,,13,3,,,0,0,2017,Brentford
2018-03-06,19:45,Championship,Matchweek 36,Tue,Away,W,2,0,Burton Albion,60,3464,John Egan,4-2-3-1,Tony Harrington,Match Report,,12,3,,,0,0,2017,Brentford
2018-03-10,15:00,Championship,Matchweek 37,Sat,Away,L,0,1,Millwall,67,13251,John Egan,4-2-3-1,Stuart Attwell,Match Report,,15,4,,,0,0,2017,Brentford
2018-03-13,19:45,Championship,Matchweek 35,Tue,Home,L,1,3,Cardiff City,67,8549,John Egan,4-2-3-1,James Linington,Match Report,,24,6,,,0,0,2017,Brentford
2018-03-17,15:00,Championship,Matchweek 38,Sat,Home,D,1,1,Middlesbrough,68,11134,John Egan,4-2-3-1,Simon Hooper,Match Report,,25,6,,,0,0,2017,Brentford
2018-03-30,15:00,Championship,Matchweek 39,Fri,Home,D,1,1,Sheffield Utd,57,11174,John Egan,4-1-4-1,Jeremy Simpson,Match Report,,7,4,,,0,0,2017,Brentford
2018-04-02,15:00,Championship,Matchweek 40,Mon,Away,W,1,0,Bristol City,60,22049,John Egan,4-2-3-1,Keith Stroud,Match Report,,27,7,,,0,0,2017,Brentford
2018-04-07,15:00,Championship,Matchweek 41,Sat,Home,W,1,0,Ipswich Town,55,10939,John Egan,4-3-3,Robert Jones,Match Report,,12,4,,,1,1,2017,Brentford
2018-04-10,19:45,Championship,Matchweek 42,Tue,Away,W,1,0,Nott'ham Forest,51,20596,John Egan,4-2-3-1,Andrew Davies,Match Report,,12,2,,,0,0,2017,Brentford
2018-04-14,17:30,Championship,Matchweek 43,Sat,Away,D,1,1,Fulham,44,20877,Nico Yennaris,4-5-1,Niel Swarbrick,Match Report,,17,5,,,0,0,2017,Brentford
2018-04-21,15:00,Championship,Matchweek 44,Sat,Home,W,2,1,QPR,61,12367,John Egan,4-2-3-1,Andy Madley,Match Report,,17,9,,,0,1,2017,Brentford
2018-04-28,15:00,Championship,Matchweek 45,Sat,Away,L,0,2,Barnsley,64,13137,John Egan,4-1-4-1,Darren Bond,Match Report,,12,2,,,0,0,2017,Brentford
2018-05-06,12:30,Championship,Matchweek 46,Sun,Home,D,1,1,Hull City,60,11475,John Egan,4-1-4-1,James Linington,Match Report,,22,5,,,0,0,2017,Brentford
2017-08-05,15:00,Championship,Matchweek 1,Sat,Home,W,1,0,Brentford,41,26746,Billy Sharp,3-5-2,Steve Martin,Match Report,,9,2,,,0,0,2017,Sheffield United
2017-08-12,17:30,Championship,Matchweek 2,Sat,Away,L,0,1,Middlesbrough,51,26876,Billy Sharp,3-5-2,Peter Bankes,Match Report,,8,3,,,0,0,2017,Sheffield United
2017-08-15,19:45,Championship,Matchweek 3,Tue,Away,L,0,2,Cardiff City,61,17844,Billy Sharp,3-5-2,Lee Mason,Match Report,,13,4,,,0,0,2017,Sheffield United
2017-08-19,12:15,Championship,Matchweek 4,Sat,Home,W,1,0,Barnsley,50,25482,Billy Sharp,3-5-2,Tim Robinson,Match Report,,18,6,,,0,0,2017,Sheffield United
2017-08-26,15:00,Championship,Matchweek 5,Sat,Home,W,3,1,Derby County,53,26202,Billy Sharp,3-5-2,Andy Madley,Match Report,,5,4,,,0,0,2017,Sheffield United
2017-09-09,15:00,Championship,Matchweek 6,Sat,Away,W,2,1,Sunderland,44,29579,Billy Sharp,3-5-2,Jeremy Simpson,Match Report,,8,5,,,0,0,2017,Sheffield United
2017-09-12,20:00,Championship,Matchweek 7,Tue,Away,W,1,0,Bolton,50,14346,Billy Sharp,3-5-2,Stuart Attwell,Match Report,,8,3,,,0,0,2017,Sheffield United
2017-09-16,15:00,Championship,Matchweek 8,Sat,Home,L,0,1,Norwich City,68,26218,Paul Coutts,3-5-1-1,Scott Duncan,Match Report,,17,4,,,0,0,2017,Sheffield United
2017-09-24,13:15,Championship,Matchweek 9,Sun,Away,W,4,2,Sheffield Weds,37,32839,Paul Coutts,3-5-1-1,Simon Hooper,Match Report,,12,7,,,0,0,2017,Sheffield United
2017-09-27,19:45,Championship,Matchweek 10,Wed,Home,W,2,0,Wolves,55,25893,Paul Coutts,3-5-1-1,Peter Bankes,Match Report,,11,5,,,0,0,2017,Sheffield United
2017-09-30,15:00,Championship,Matchweek 11,Sat,Away,L,1,2,Nott'ham Forest,58,25700,Paul Coutts,3-5-1-1,Andrew Davies,Match Report,,16,4,,,0,0,2017,Sheffield United
2017-10-14,15:00,Championship,Matchweek 12,Sat,Home,W,1,0,Ipswich Town,52,25799,Billy Sharp,3-5-2,Tony Harrington,Match Report,,6,2,,,0,0,2017,Sheffield United
2017-10-21,15:00,Championship,Matchweek 13,Sat,Home,W,2,1,Reading,47,26265,Billy Sharp,3-5-2,David Coote,Match Report,,14,4,,,0,0,2017,Sheffield United
