date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
2018-01-01,15:00,Championship,Matchweek 26,Mon,Home,W,2,1,Cardiff City,54,13801,Nedum Onuoha,3-5-2,Tim Robinson,Match Report,,12,5,,,0,0,2017,Queens Park Rangers
2018-01-13,15:00,Championship,Matchweek 27,Sat,Away,W,3,1,Burton Albion,47,4264,Nedum Onuoha,3-5-2,Steve Martin,Match Report,,14,6,,,0,0,2017,Queens Park Rangers
2018-01-20,15:00,Championship,Matchweek 28,Sat,Home,L,0,3,Middlesbrough,58,14182,Nedum Onuoha,3-5-2,Oliver Langford,Match Report,,13,2,,,0,0,2017,Queens Park Rangers
2018-01-27,15:00,Championship,Matchweek 29,Sat,Away,L,0,2,Bristol City,46,21492,Nedum Onuoha,3-1-4-2,Keith Stroud,Match Report,,14,2,,,0,0,2017,Queens Park Rangers
2018-02-03,15:00,Championship,Matchweek 30,Sat,Home,W,1,0,Barnsley,47,12413,Nedum Onuoha,3-5-2,Tony Harrington,Match Report,,12,3,,,0,0,2017,Queens Park Rangers
2018-02-10,15:00,Championship,Matchweek 31,Sat,Away,L,1,2,Wolves,47,30168,Nedum Onuoha,3-5-1-1,Geoff Eltringham,Match Report,,14,7,,,0,0,2017,Queens Park Rangers
2018-02-17,15:00,Championship,Matchweek 32,Sat,Home,W,2,0,Bolton,69,12638,Nedum Onuoha,3-5-2,Scott Duncan,Match Report,,22,8,,,0,0,2017,Queens Park Rangers
2018-02-20,19:45,Championship,Matchweek 33,Tue,Away,L,1,2,Sheffield Utd,50,25339,Nedum Onuoha,3-5-2,Oliver Langford,Match Report,,12,5,,,0,0,2017,Queens Park Rangers
2018-02-24,15:00,Championship,Matchweek 34,Sat,Home,L,2,5,Nott'ham Forest,53,13675,Nedum Onuoha,3-5-1-1,Darren Bond,Match Report,,17,4,,,0,0,2017,Queens Park Rangers
2018-03-06,19:45,Championship,Matchweek 36,Tue,Home,D,1,1,Derby County,59,11488,Nedum Onuoha,4-3-3,Simon Hooper,Match Report,,21,4,,,0,0,2017,Queens Park Rangers
2018-03-10,15:00,Championship,Matchweek 37,Sat,Home,W,1,0,Sunderland,51,14216,Nedum Onuoha,4-3-3,Robert Jones,Match Report,,12,5,,,0,0,2017,Queens Park Rangers
2018-03-13,19:45,Championship,Matchweek 35,Tue,Away,W,3,1,Aston Villa,39,30228,Nedum Onuoha,4-4-1-1,Tim Robinson,Match Report,,11,7,,,0,0,2017,Queens Park Rangers
2018-03-17,12:30,Championship,Matchweek 38,Sat,Away,D,2,2,Fulham,34,23347,Nedum Onuoha,4-4-1-1,Chris Kavanagh,Match Report,,13,6,,,0,0,2017,Queens Park Rangers
2018-03-30,17:30,Championship,Matchweek 39,Fri,Away,L,0,1,Reading,67,20273,Nedum Onuoha,4-2-3-1,David Coote,Match Report,,27,3,,,0,1,2017,Queens Park Rangers
2018-04-02,15:00,Championship,Matchweek 40,Mon,Home,W,4,1,Norwich City,44,14053,Nedum Onuoha,4-2-3-1,James Linington,Match Report,,17,7,,,0,0,2017,Queens Park Rangers
2018-04-07,15:00,Championship,Matchweek 41,Sat,Away,L,0,4,Hull City,48,14181,Nedum Onuoha,4-2-3-1,Geoff Eltringham,Match Report,,9,0,,,0,0,2017,Queens Park Rangers
2018-04-10,19:45,Championship,Matchweek 42,Tue,Home,W,4,2,Sheffield Weds,44,12521,Jack Robinson,4-3-3,Oliver Langford,Match Report,,16,8,,,1,1,2017,Queens Park Rangers
2018-04-14,15:00,Championship,Matchweek 43,Sat,Home,L,1,2,Preston,53,13760,Jack Robinson,4-2-3-1,Robert Jones,Match Report,,5,3,,,0,0,2017,Queens Park Rangers
2018-04-21,15:00,Championship,Matchweek 44,Sat,Away,L,1,2,Brentford,39,12367,Jake Bidwell,4-2-3-1,Andy Madley,Match Report,,13,3,,,0,0,2017,Queens Park Rangers
2018-04-28,15:00,Championship,Matchweek 45,Sat,Home,W,3,1,Birmingham City,66,15805,Josh Scowen,4-2-3-1,Steve Martin,Match Report,,19,13,,,0,0,2017,Queens Park Rangers
2018-05-06,12:30,Championship,Matchweek 46,Sun,Away,L,0,2,Leeds United,46,30004,Josh Scowen,4-2-3-1,Darren England,Match Report,,7,1,,,0,0,2017,Queens Park Rangers
2017-08-04,19:45,Championship,Matchweek 1,Fri,Home,W,1,0,Millwall,68,28065,Michael Mancienne,4-1-4-1,Peter Bankes,Match Report,,11,2,,,0,0,2017,Nottingham Forest
2017-08-12,15:00,Championship,Matchweek 2,Sat,Away,W,4,3,Brentford,43,10169,Michael Mancienne,3-4-1-2,James Linington,Match Report,,13,6,,,0,0,2017,Nottingham Forest
2017-08-15,19:45,Championship,Matchweek 3,Tue,Away,L,1,2,Barnsley,62,13883,Michael Mancienne,3-4-3,Tony Harrington,Match Report,,26,7,,,0,0,2017,Nottingham Forest
2017-08-19,15:00,Championship,Matchweek 4,Sat,Home,W,2,1,Middlesbrough,51,26265,Matt Mills,4-2-3-1,Graham Scott,Match Report,,11,4,,,1,1,2017,Nottingham Forest
2017-08-26,17:30,Championship,Matchweek 5,Sat,Home,L,0,2,Leeds United,58,25682,Matt Mills,4-2-3-1,Jeremy Simpson,Match Report,,5,1,,,0,0,2017,Nottingham Forest
2017-09-09,17:30,Championship,Matchweek 6,Sat,Away,L,1,3,Sheffield Weds,56,25710,Joe Worrall,3-1-4-2,Andy Madley,Match Report,,11,5,,,0,0,2017,Nottingham Forest
2017-09-12,19:45,Championship,Matchweek 7,Tue,Away,W,1,0,Sunderland,56,26061,Matt Mills,4-2-3-1,Simon Hooper,Match Report,,8,2,,,0,0,2017,Nottingham Forest
2017-09-16,15:00,Championship,Matchweek 8,Sat,Home,L,1,2,Wolves,56,25756,Matt Mills,4-2-3-1,Geoff Eltringham,Match Report,,7,6,,,0,0,2017,Nottingham Forest
2017-09-23,17:30,Championship,Matchweek 9,Sat,Away,L,1,2,Aston Villa,64,28554,Matt Mills,4-2-3-1,Tim Robinson,Match Report,,13,5,,,0,0,2017,Nottingham Forest
2017-09-26,19:45,Championship,Matchweek 10,Tue,Home,L,1,3,Fulham,54,21208,Michael Mancienne,3-4-1-2,Scott Duncan,Match Report,,20,4,,,0,0,2017,Nottingham Forest
2017-09-30,15:00,Championship,Matchweek 11,Sat,Home,W,2,1,Sheffield Utd,42,25700,Michael Mancienne,3-4-1-2,Andrew Davies,Match Report,,14,5,,,0,0,2017,Nottingham Forest
2017-10-15,13:15,Championship,Matchweek 12,Sun,Away,L,0,2,Derby County,57,31196,Michael Mancienne,4-3-3,Andy Madley,Match Report,,19,5,,,0,0,2017,Nottingham Forest
2017-10-21,15:00,Championship,Matchweek 13,Sat,Home,W,2,0,Burton Albion,70,24686,Michael Mancienne,4-2-3-1,Keith Stroud,Match Report,,13,6,,,0,0,2017,Nottingham Forest
2017-10-28,17:30,Championship,Matchweek 14,Sat,Away,W,3,2,Hull City,56,15780,Michael Mancienne,4-2-3-1,Jeremy Simpson,Match Report,,11,5,,,1,1,2017,Nottingham Forest
2017-10-31,20:00,Championship,Matchweek 15,Tue,Away,L,1,3,Reading,57,14868,Michael Mancienne,4-2-3-1,Paul Tierney,Match Report,,15,6,,,0,0,2017,Nottingham Forest
2017-11-04,15:00,Championship,Matchweek 16,Sat,Home,W,4,0,QPR,53,24021,Michael Mancienne,4-2-3-1,Tim Robinson,Match Report,,18,6,,,0,0,2017,Nottingham Forest
2017-11-18,15:00,Championship,Matchweek 17,Sat,Away,L,0,1,Birmingham City,63,21071,Michael Mancienne,4-2-3-1,Chris Kavanagh,Match Report,,13,4,,,0,0,2017,Nottingham Forest
2017-11-21,19:45,Championship,Matchweek 18,Tue,Home,W,1,0,Norwich City,53,23831,Michael Mancienne,4-2-3-1,Tony Harrington,Match Report,,11,6,,,0,0,2017,Nottingham Forest
2017-11-26,13:00,Championship,Matchweek 19,Sun,Home,L,0,2,Cardiff City,69,25210,Michael Mancienne,4-2-3-1,Peter Bankes,Match Report,,12,2,,,0,0,2017,Nottingham Forest
2017-12-02,15:00,Championship,Matchweek 20,Sat,Away,L,2,4,Ipswich Town,70,16808,Michael Mancienne,4-2-3-1,Darren Bond,Match Report,,15,8,,,0,0,2017,Nottingham Forest
2017-12-09,15:00,Championship,Matchweek 21,Sat,Home,W,3,2,Bolton,50,22882,Michael Mancienne,4-2-3-1,Darren England,Match Report,,8,4,,,0,0,2017,Nottingham Forest
2017-12-16,15:00,Championship,Matchweek 22,Sat,Away,L,1,2,Bristol City,50,20128,Michael Mancienne,4-2-3-1,James Linington,Match Report,,10,4,,,0,0,2017,Nottingham Forest
2017-12-23,15:00,Championship,Matchweek 23,Sat,Away,D,1,1,Preston,46,13481,Michael Mancienne,4-2-3-1,Scott Duncan,Match Report,,11,5,,,0,0,2017,Nottingham Forest
2017-12-26,15:00,Championship,Matchweek 24,Tue,Home,L,0,3,Sheffield Weds,63,28635,Michael Mancienne,4-2-3-1,Andy Madley,Match Report,,17,6,,,0,0,2017,Nottingham Forest
2017-12-30,15:00,Championship,Matchweek 25,Sat,Home,L,0,1,Sunderland,62,26830,Michael Mancienne,4-2-3-1,Darren Bond,Match Report,,22,3,,,0,0,2017,Nottingham Forest
2018-01-01,15:00,Championship,Matchweek 26,Mon,Away,D,0,0,Leeds United,49,32426,Michael Mancienne,4-2-3-1,Jeremy Simpson,Match Report,,7,1,,,0,0,2017,Nottingham Forest
2018-01-13,17:30,Championship,Matchweek 27,Sat,Home,L,0,1,Aston Villa,61,25433,Michael Mancienne,4-2-3-1,James Linington,Match Report,,10,4,,,0,0,2017,Nottingham Forest
2018-01-20,15:00,Championship,Matchweek 28,Sat,Away,W,2,0,Wolves,37,29050,Michael Mancienne,4-1-4-1,Robert Madley,Match Report,,5,4,,,0,0,2017,Nottingham Forest
2018-01-30,19:45,Championship,Matchweek 29,Tue,Home,L,0,3,Preston,54,22044,Michael Mancienne,4-2-3-1,Geoff Eltringham,Match Report,,11,1,,,0,0,2017,Nottingham Forest
2018-02-03,15:00,Championship,Matchweek 30,Sat,Away,L,0,2,Fulham,36,22076,Michael Mancienne,4-2-3-1,Tim Robinson,Match Report,,10,3,,,0,0,2017,Nottingham Forest
2018-02-10,15:00,Championship,Matchweek 31,Sat,Home,L,0,2,Hull City,58,23098,Michael Mancienne,4-2-3-1,Oliver Langford,Match Report,,5,1,,,0,0,2017,Nottingham Forest
2018-02-17,15:00,Championship,Matchweek 32,Sat,Away,D,0,0,Burton Albion,29,5775,Ben Watson,4-2-3-1,Andrew Davies,Match Report,,5,1,,,0,0,2017,Nottingham Forest
2018-02-20,19:45,Championship,Matchweek 33,Tue,Home,D,1,1,Reading,48,21846,Ben Watson,4-2-3-1,Steve Martin,Match Report,,19,7,,,0,0,2017,Nottingham Forest
2018-02-24,15:00,Championship,Matchweek 34,Sat,Away,W,5,2,QPR,47,13675,Ben Watson,4-2-3-1,Darren Bond,Match Report,,15,9,,,0,0,2017,Nottingham Forest
2018-03-03,15:00,Championship,Matchweek 35,Sat,Home,W,2,1,Birmingham City,51,23296,Ben Watson,4-2-3-1,Keith Stroud,Match Report,,15,5,,,0,0,2017,Nottingham Forest
2018-03-06,19:45,Championship,Matchweek 36,Tue,Away,D,0,0,Norwich City,34,25184,Ben Watson,4-2-3-1,Darren England,Match Report,,9,1,,,0,0,2017,Nottingham Forest
2018-03-11,14:30,Championship,Matchweek 37,Sun,Home,D,0,0,Derby County,54,29106,Ben Watson,4-2-3-1,Jeremy Simpson,Match Report,,6,0,,,0,0,2017,Nottingham Forest
2018-03-17,15:00,Championship,Matchweek 38,Sat,Away,D,0,0,Sheffield Utd,51,28095,Ben Watson,4-4-2,Paul Tierney,Match Report,,14,4,,,0,0,2017,Nottingham Forest
2018-03-30,13:00,Championship,Matchweek 39,Fri,Away,L,0,2,Millwall,65,16004,Ben Watson,4-2-3-1,Scott Duncan,Match Report,,20,3,,,0,0,2017,Nottingham Forest
2018-04-07,15:00,Championship,Matchweek 41,Sat,Away,L,0,2,Middlesbrough,62,25812,Ben Watson,4-2-3-1,David Webb,Match Report,,14,3,,,0,0,2017,Nottingham Forest
2018-04-10,19:45,Championship,Matchweek 42,Tue,Home,L,0,1,Brentford,49,20596,Ben Watson,4-3-3,Andrew Davies,Match Report,,16,3,,,0,0,2017,Nottingham Forest
2018-04-14,15:00,Championship,Matchweek 43,Sat,Home,W,2,1,Ipswich Town,57,25093,Ben Watson,4-3-3,Darren England,Match Report,,19,8,,,1,1,2017,Nottingham Forest
2018-04-21,19:45,Championship,Matchweek 44,Sat,Away,L,1,2,Cardiff City,57,21310,Ben Watson,4-3-3,Peter Bankes,Match Report,,8,3,,,0,0,2017,Nottingham Forest
2018-04-24,19:45,Championship,Matchweek 40,Tue,Home,W,3,0,Barnsley,56,23633,Ben Watson,4-3-3,Robert Jones,Match Report,,19,8,,,0,0,2017,Nottingham Forest
2018-04-28,15:00,Championship,Matchweek 45,Sat,Home,D,0,0,Bristol City,53,24722,Danny Fox,4-3-3,Jeremy Simpson,Match Report,,24,6,,,0,1,2017,Nottingham Forest
2018-05-06,12:30,Championship,Matchweek 46,Sun,Away,L,2,3,Bolton,57,18289,Ben Watson,4-3-3,Scott Duncan,Match Report,,12,5,,,0,0,2017,Nottingham Forest
2017-08-05,17:30,Championship,Matchweek 1,Sat,Away,D,1,1,Aston Villa,49,31241,Michael Dawson,4-2-3-1,Andy Madley,Match Report,,14,5,,,0,0,2017,Hull City
2017-08-12,15:00,Championship,Matchweek 2,Sat,Home,W,4,1,Burton Albion,57,14882,Michael Dawson,4-4-2,Darren England,Match Report,,27,11,,,0,0,2017,Hull City
2017-08-15,19:45,Championship,Matchweek 3,Tue,Home,L,2,3,Wolves,42,17145,Michael Dawson,4-4-2,Jeremy Simpson,Match Report,,11,4,,,1,1,2017,Hull City
2017-08-19,15:00,Championship,Matchweek 4,Sat,Away,L,1,2,QPR,36,12609,Michael Dawson,4-2-3-1,James Linington,Match Report,,12,6,,,0,0,2017,Hull City
2017-08-25,19:45,Championship,Matchweek 5,Fri,Home,W,4,0,Bolton,61,16207,Michael Dawson,3-4-3,Oliver Langford,Match Report,,7,5,,,0,0,2017,Hull City
2017-09-08,19:45,Championship,Matchweek 6,Fri,Away,L,0,5,Derby County,58,25107,Michael Dawson,4-2-3-1,Darren Bond,Match Report,,18,3,,,0,1,2017,Hull City
2017-09-13,19:45,Championship,Matchweek 7,Wed,Away,L,1,2,Fulham,43,15792,Michael Dawson,3-4-3,Tim Robinson,Match Report,,10,6,,,0,0,2017,Hull City
2017-09-16,15:00,Championship,Matchweek 8,Sat,Home,D,1,1,Sunderland,59,16597,Michael Dawson,3-4-3,Darren England,Match Report,,20,7,,,0,0,2017,Hull City
2017-09-23,15:00,Championship,Matchweek 9,Sat,Away,D,1,1,Reading,26,15749,Michael Dawson,3-4-3,Steve Martin,Match Report,,5,2,,,0,0,2017,Hull City
2017-09-26,19:45,Championship,Matchweek 10,Tue,Home,L,1,2,Preston,52,15443,Michael Dawson,3-4-3,James Linington,Match Report,,12,4,,,0,0,2017,Hull City
2017-09-30,15:00,Championship,Matchweek 11,Sat,Home,W,6,1,Birmingham City,55,15608,Michael Dawson,4-2-3-1,Scott Duncan,Match Report,,17,11,,,1,1,2017,Hull City
2017-10-14,15:00,Championship,Matchweek 12,Sat,Away,D,1,1,Norwich City,28,25666,Michael Dawson,4-2-3-1,Keith Stroud,Match Report,,8,3,,,0,0,2017,Hull City
2017-10-21,15:00,Championship,Matchweek 13,Sat,Away,W,1,0,Barnsley,49,13624,Michael Dawson,4-2-3-1,Peter Bankes,Match Report,,8,3,,,0,0,2017,Hull City
2017-10-28,17:30,Championship,Matchweek 14,Sat,Home,L,2,3,Nott'ham Forest,44,15780,Michael Dawson,4-2-3-1,Jeremy Simpson,Match Report,,18,6,,,0,0,2017,Hull City
2017-10-31,19:45,Championship,Matchweek 15,Tue,Home,L,1,3,Middlesbrough,61,15454,Michael Dawson,4-2-3-1,Tim Robinson,Match Report,,6,4,,,0,0,2017,Hull City
2017-11-04,15:00,Championship,Matchweek 16,Sat,Away,L,1,4,Sheffield Utd,41,27466,Michael Dawson,4-2-3-1,Darren Bond,Match Report,,7,2,,,0,0,2017,Hull City
2017-11-18,15:00,Championship,Matchweek 17,Sat,Home,D,2,2,Ipswich Town,54,15516,Michael Dawson,4-2-3-1,David Coote,Match Report,,11,4,,,0,0,2017,Hull City
2017-11-21,19:45,Championship,Matchweek 18,Tue,Away,D,0,0,Millwall,52,9817,Michael Dawson,4-4-2,Jeremy Simpson,Match Report,,18,2,,,0,0,2017,Hull City
2017-11-25,15:00,Championship,Matchweek 19,Sat,Home,L,2,3,Bristol City,43,14762,Allan McGregor,4-2-3-1,Robert Jones,Match Report,,16,3,,,0,0,2017,Hull City
2017-12-02,15:00,Championship,Matchweek 20,Sat,Away,D,2,2,Sheffield Weds,38,25412,Michael Dawson,4-2-3-1,Mike Jones,Match Report,,3,2,,,0,0,2017,Hull City
2017-12-09,15:00,Championship,Matchweek 21,Sat,Home,W,3,2,Brentford,40,14620,Michael Dawson,4-2-3-1,Simon Hooper,Match Report,,13,8,,,0,0,2017,Hull City
2017-12-16,17:30,Championship,Matchweek 22,Sat,Away,L,0,1,Cardiff City,48,18049,Michael Dawson,4-2-3-1,Scott Duncan,Match Report,,11,2,,,0,0,2017,Hull City
2017-12-23,15:00,Championship,Matchweek 23,Sat,Away,L,0,1,Leeds United,55,35156,Michael Dawson,4-2-3-1,Steve Martin,Match Report,,15,4,,,0,0,2017,Hull City
2017-12-26,15:00,Championship,Matchweek 24,Tue,Home,D,0,0,Derby County,58,18026,Michael Dawson,4-2-3-1,Tony Harrington,Match Report,,11,3,,,0,0,2017,Hull City
2017-12-30,15:00,Championship,Matchweek 25,Sat,Home,D,2,2,Fulham,40,15701,Michael Dawson,4-2-3-1,David Webb,Match Report,,10,6,,,0,0,2017,Hull City
2018-01-01,15:00,Championship,Matchweek 26,Mon,Away,L,0,1,Bolton,66,14216,Michael Dawson,4-2-3-1,Geoff Eltringham,Match Report,,14,5,,,0,0,2017,Hull City
2018-01-13,15:00,Championship,Matchweek 27,Sat,Home,D,0,0,Reading,52,14300,Michael Dawson,4-2-3-1,Darren England,Match Report,,13,5,,,0,0,2017,Hull City
2018-01-20,15:00,Championship,Matchweek 28,Sat,Away,L,0,1,Sunderland,54,27437,Michael Dawson,4-2-3-1,Keith Stroud,Match Report,,14,3,,,0,0,2017,Hull City
2018-01-30,19:45,Championship,Matchweek 29,Tue,Home,D,0,0,Leeds United,56,17237,Michael Dawson,4-4-2,Tony Harrington,Match Report,,14,7,,,0,0,2017,Hull City
2018-02-03,15:00,Championship,Matchweek 30,Sat,Away,L,1,2,Preston,48,11605,Seb Larsson,4-4-2,Steve Martin,Match Report,,7,1,,,0,0,2017,Hull City
2018-02-10,15:00,Championship,Matchweek 31,Sat,Away,W,2,0,Nott'ham Forest,42,23098,Seb Larsson,4-2-3-1,Oliver Langford,Match Report,,9,4,,,0,1,2017,Hull City
2018-02-20,19:45,Championship,Matchweek 33,Tue,Away,L,1,3,Middlesbrough,67,23111,Michael Dawson,3-5-2,Andy Madley,Match Report,,10,5,,,0,0,2017,Hull City
2018-02-23,19:45,Championship,Matchweek 34,Fri,Home,W,1,0,Sheffield Utd,47,15213,Michael Dawson,4-2-3-1,Simon Hooper,Match Report,,13,5,,,0,0,2017,Hull City
2018-02-27,19:45,Championship,Matchweek 32,Tue,Home,D,1,1,Barnsley,60,14005,Michael Dawson,4-2-3-1,Mike Jones,Match Report,,17,8,,,0,0,2017,Hull City
2018-03-06,19:45,Championship,Matchweek 36,Tue,Home,L,1,2,Millwall,65,13524,Michael Dawson,4-2-3-1,David Coote,Match Report,,16,3,,,0,0,2017,Hull City
2018-03-10,15:00,Championship,Matchweek 37,Sat,Home,W,4,3,Norwich City,44,15120,Michael Dawson,4-2-3-1,Tim Robinson,Match Report,,23,15,,,2,2,2017,Hull City
2018-03-13,19:45,Championship,Matchweek 35,Tue,Away,W,3,0,Ipswich Town,40,13031,Michael Dawson,4-2-3-1,Jeremy Simpson,Match Report,,10,6,,,0,0,2017,Hull City
2018-03-17,15:00,Championship,Matchweek 38,Sat,Away,L,0,3,Birmingham City,63,22970,Michael Dawson,4-2-3-1,Tony Harrington,Match Report,,6,1,,,0,0,2017,Hull City
2018-03-31,17:30,Championship,Matchweek 39,Sat,Home,D,0,0,Aston Villa,52,16133,Michael Dawson,4-2-3-1,Andrew Davies,Match Report,,9,1,,,0,0,2017,Hull City
2018-04-03,19:45,Championship,Matchweek 40,Tue,Away,D,2,2,Wolves,41,29718,Allan McGregor,4-4-1-1,Darren England,Match Report,,10,2,,,1,1,2017,Hull City
2018-04-07,15:00,Championship,Matchweek 41,Sat,Home,W,4,0,QPR,52,14181,Michael Dawson,4-2-3-1,Geoff Eltringham,Match Report,,12,4,,,0,0,2017,Hull City
2018-04-10,19:45,Championship,Matchweek 42,Tue,Away,W,5,0,Burton Albion,50,3659,Michael Dawson,4-2-3-1,Peter Bankes,Match Report,,14,6,,,1,1,2017,Hull City
2018-04-14,15:00,Championship,Matchweek 43,Sat,Home,L,0,1,Sheffield Weds,57,16417,Allan McGregor,4-2-3-1,Scott Duncan,Match Report,,24,3,,,0,0,2017,Hull City
2018-04-21,15:00,Championship,Matchweek 44,Sat,Away,D,5,5,Bristol City,50,21136,Michael Dawson,4-2-3-1,Oliver Langford,Match Report,,13,8,,,0,0,2017,Hull City
2018-04-28,15:00,Championship,Matchweek 45,Sat,Home,L,0,2,Cardiff City,67,17441,Michael Dawson,4-4-2,Andrew Davies,Match Report,,8,0,,,0,0,2017,Hull City
2018-05-06,12:30,Championship,Matchweek 46,Sun,Away,D,1,1,Brentford,41,11475,Seb Larsson,4-2-3-1,James Linington,Match Report,,7,4,,,0,1,2017,Hull City
2017-08-05,15:00,Championship,Matchweek 1,Sat,Away,L,0,1,Ipswich Town,45,18153,Michael Morrison,4-4-2,Tim Robinson,Match Report,,12,3,,,0,0,2017,Birmingham City
2017-08-12,15:00,Championship,Matchweek 2,Sat,Home,W,2,1,Bristol City,39,21269,Michael Morrison,4-4-1-1,Darren Bond,Match Report,,18,9,,,0,0,2017,Birmingham City
2017-08-15,19:45,Championship,Matchweek 3,Tue,Home,D,0,0,Bolton,53,20215,Michael Morrison,4-5-1,Darren England,Match Report,,10,0,,,0,0,2017,Birmingham City
2017-08-18,19:45,Championship,Matchweek 4,Fri,Away,L,1,2,Burton Albion,47,4948,Michael Morrison,4-4-2,Tony Harrington,Match Report,,16,5,,,0,0,2017,Birmingham City
2017-08-26,15:00,Championship,Matchweek 5,Sat,Home,L,0,2,Reading,40,19993,Michael Morrison,3-5-2,Steve Martin,Match Report,,14,2,,,0,0,2017,Birmingham City
2017-09-09,15:00,Championship,Matchweek 6,Sat,Away,L,0,1,Norwich City,58,26335,Michael Morrison,4-4-2,Simon Hooper,Match Report,,9,1,,,0,0,2017,Birmingham City
2017-09-12,19:45,Championship,Matchweek 7,Tue,Away,L,0,2,Leeds United,52,31507,Michael Morrison,4-1-4-1,Peter Bankes,Match Report,,14,5,,,0,0,2017,Birmingham City
2017-09-16,15:00,Championship,Matchweek 8,Sat,Home,L,1,3,Preston,51,21168,Michael Morrison,4-3-3,Keith Stroud,Match Report,,6,2,,,0,0,2017,Birmingham City
2017-09-23,15:00,Championship,Matchweek 9,Sat,Away,D,1,1,Derby County,46,27392,Michael Morrison,4-3-3,Roger East,Match Report,,10,2,,,0,0,2017,Birmingham City
2017-09-27,19:45,Championship,Matchweek 10,Wed,Home,W,1,0,Sheffield Weds,38,20365,Michael Morrison,4-3-3,Steve Martin,Match Report,,9,3,,,0,0,2017,Birmingham City
2017-09-30,15:00,Championship,Matchweek 11,Sat,Away,L,1,6,Hull City,45,15608,Michael Morrison,4-3-3,Scott Duncan,Match Report,,13,3,,,0,0,2017,Birmingham City
2017-10-13,19:45,Championship,Matchweek 12,Fri,Home,W,1,0,Cardiff City,51,19059,Michael Morrison,4-2-3-1,Geoff Eltringham,Match Report,,6,2,,,0,0,2017,Birmingham City
2017-10-21,17:30,Championship,Matchweek 13,Sat,Away,L,0,2,Millwall,50,14500,Michael Morrison,4-2-3-1,Simon Hooper,Match Report,,16,4,,,0,0,2017,Birmingham City
2017-10-29,12:00,Championship,Matchweek 14,Sun,Home,D,0,0,Aston Villa,54,24408,Michael Morrison,4-2-3-1,Andy Madley,Match Report,,15,3,,,0,0,2017,Birmingham City
2017-11-01,19:45,Championship,Matchweek 15,Wed,Home,L,0,2,Brentford,43,19045,Michael Morrison,4-2-3-1,Jonathan Moss,Match Report,,16,3,,,0,0,2017,Birmingham City
2017-11-04,15:00,Championship,Matchweek 16,Sat,Away,L,0,2,Barnsley,48,12946,David Davis,4-2-3-1,James Linington,Match Report,,10,3,,,0,0,2017,Birmingham City
2017-11-18,15:00,Championship,Matchweek 17,Sat,Home,W,1,0,Nott'ham Forest,37,21071,David Davis,4-3-3,Chris Kavanagh,Match Report,,15,3,,,0,0,2017,Birmingham City
2017-11-22,19:45,Championship,Matchweek 18,Wed,Away,L,0,2,Middlesbrough,46,22848,David Davis,4-2-3-1,Darren England,Match Report,,12,2,,,0,0,2017,Birmingham City
2017-11-25,17:30,Championship,Matchweek 19,Sat,Away,D,1,1,Sheffield Utd,31,27427,Michael Morrison,3-4-3,Jeremy Simpson,Match Report,,3,2,,,0,0,2017,Birmingham City
2017-12-04,19:45,Championship,Matchweek 20,Mon,Home,L,0,1,Wolves,44,19641,Michael Morrison,3-4-3,Simon Hooper,Match Report,,6,0,,,0,0,2017,Birmingham City
2017-12-09,15:00,Championship,Matchweek 21,Sat,Away,L,0,1,Fulham,32,19644,Michael Morrison,3-5-2,Tony Harrington,Match Report,,6,1,,,0,1,2017,Birmingham City
2017-12-16,15:00,Championship,Matchweek 22,Sat,Home,L,1,2,QPR,55,20107,Michael Morrison,4-3-3,Mike Jones,Match Report,,12,2,,,0,0,2017,Birmingham City
2017-12-23,15:00,Championship,Matchweek 23,Sat,Away,D,1,1,Sunderland,47,29312,Michael Morrison,4-2-3-1,Oliver Langford,Match Report,,16,5,,,0,0,2017,Birmingham City
2017-12-26,15:00,Championship,Matchweek 24,Tue,Home,L,0,2,Norwich City,49,19967,Michael Morrison,4-2-3-1,David Coote,Match Report,,18,2,,,0,0,2017,Birmingham City
2017-12-30,15:00,Championship,Matchweek 25,Sat,Home,W,1,0,Leeds United,52,21673,Harlee Dean,4-2-3-1,Tim Robinson,Match Report,,12,3,,,0,0,2017,Birmingham City
2018-01-02,20:00,Championship,Matchweek 26,Tue,Away,W,2,0,Reading,38,14491,Harlee Dean,4-2-3-1,James Linington,Match Report,,13,4,,,0,0,2017,Birmingham City
2018-01-13,15:00,Championship,Matchweek 27,Sat,Home,L,0,3,Derby County,52,22121,Harlee Dean,4-2-3-1,Lee Probert,Match Report,,14,2,,,0,0,2017,Birmingham City
2018-01-20,15:00,Championship,Matchweek 28,Sat,Away,D,1,1,Preston,52,13529,Harlee Dean,4-2-3-1,Andrew Davies,Match Report,,17,3,,,0,0,2017,Birmingham City
2018-01-30,19:45,Championship,Matchweek 29,Tue,Home,W,3,1,Sunderland,48,19601,Harlee Dean,4-2-3-1,Darren Bond,Match Report,,14,5,,,0,0,2017,Birmingham City
2018-02-03,15:00,Championship,Matchweek 30,Sat,Away,W,3,1,Sheffield Weds,58,25648,Harlee Dean,4-2-3-1,Scott Duncan,Match Report,,18,8,,,0,0,2017,Birmingham City
2018-02-11,12:00,Championship,Matchweek 31,Sun,Away,L,0,2,Aston Villa,45,41233,Harlee Dean,4-2-3-1,Peter Bankes,Match Report,,9,2,,,0,0,2017,Birmingham City
