date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
2018-08-04,15:00,Championship,Matchweek 1,Sat,Away,D,1,1,Bristol City,0.7,0.4,51.0,22395.0,Ben Watson,4-2-3-1,Darren Bond,Match Report,,15.0,6.0,22.3,0.0,0.0,0.0,2018,Nottingham Forest
2018-08-07,19:45,Championship,Matchweek 4,Tue,Home,D,1,1,West Brom,1.1,2.0,57.0,27850.0,Danny Fox,4-2-3-1,Darren England,Match Report,,20.0,4.0,20.2,0.0,0.0,0.0,2018,Nottingham Forest
2018-08-11,15:00,Championship,Matchweek 2,Sat,Home,W,1,0,Reading,1.2,1.0,53.0,27948.0,Danny Fox,4-2-3-1,Steve Martin,Match Report,,12.0,3.0,15.9,0.0,0.0,0.0,2018,Nottingham Forest
2018-08-18,15:00,Championship,Matchweek 3,Sat,Away,D,2,2,Wigan Athletic,1.3,3.7,50.0,11543.0,Danny Fox,4-2-3-1,Geoff Eltringham,Match Report,,8.0,3.0,17.8,0.0,0.0,1.0,2018,Nottingham Forest
2018-08-25,17:30,Championship,Matchweek 5,Sat,Home,D,2,2,Birmingham City,0.4,0.7,58.0,26799.0,Ben Watson,4-2-3-1,Tim Robinson,Match Report,,9.0,3.0,24.8,0.0,0.0,0.0,2018,Nottingham Forest
2018-09-01,15:00,Championship,Matchweek 6,Sat,Away,L,1,2,Brentford,0.2,1.9,45.0,10186.0,Ben Watson,4-2-3-1,Peter Bankes,Match Report,,6.0,2.0,26.5,0.0,0.0,0.0,2018,Nottingham Forest
2018-09-15,15:00,Championship,Matchweek 7,Sat,Away,D,0,0,Swansea City,0.8,0.2,59.0,19522.0,Danny Fox,4-2-3-1,Scott Duncan,Match Report,,16.0,4.0,21.7,0.0,0.0,0.0,2018,Nottingham Forest
2018-09-19,19:45,Championship,Matchweek 8,Wed,Home,W,2,1,Sheffield Weds,1.4,0.5,58.0,26252.0,Danny Fox,4-2-3-1,Tony Harrington,Match Report,,13.0,6.0,14.3,0.0,0.0,0.0,2018,Nottingham Forest
2018-09-22,15:00,Championship,Matchweek 9,Sat,Home,W,1,0,Rotherham Utd,1.3,0.3,61.0,27479.0,Ben Watson,4-2-3-1,Robert Jones,Match Report,,8.0,1.0,21.2,1.0,1.0,1.0,2018,Nottingham Forest
2018-09-29,15:00,Championship,Matchweek 10,Sat,Away,D,2,2,Blackburn,3.3,1.9,52.0,14440.0,Danny Fox,4-2-3-1,Andy Madley,Match Report,,15.0,4.0,19.1,0.0,1.0,2.0,2018,Nottingham Forest
2018-10-03,19:45,Championship,Matchweek 11,Wed,Home,D,2,2,Millwall,0.3,2.3,56.0,25753.0,Danny Fox,4-2-3-1,Jonathan Moss,Match Report,,7.0,2.0,23.4,1.0,0.0,0.0,2018,Nottingham Forest
2018-10-06,15:00,Championship,Matchweek 12,Sat,Away,W,2,0,Middlesbrough,1.2,1.4,46.0,24299.0,Ben Watson,4-2-3-1,John Brooks,Match Report,,16.0,5.0,23.0,1.0,0.0,0.0,2018,Nottingham Forest
2018-10-20,15:00,Championship,Matchweek 13,Sat,Home,L,1,2,Norwich City,0.8,2.4,44.0,29427.0,Ben Watson,4-2-3-1,Keith Stroud,Match Report,,7.0,2.0,16.6,0.0,0.0,0.0,2018,Nottingham Forest
2018-10-24,20:00,Championship,Matchweek 14,Wed,Away,W,3,0,Bolton,2.5,0.5,61.0,13195.0,Michael Dawson,4-2-3-1,Andrew Davies,Match Report,,10.0,6.0,25.0,0.0,1.0,2.0,2018,Nottingham Forest
2018-10-27,17:30,Championship,Matchweek 15,Sat,Away,D,1,1,Leeds United,0.2,1.7,30.0,34308.0,Danny Fox,4-2-3-1,Geoff Eltringham,Match Report,,3.0,1.0,14.5,0.0,0.0,0.0,2018,Nottingham Forest
2018-11-03,15:00,Championship,Matchweek 16,Sat,Home,W,1,0,Sheffield Utd,0.9,0.6,46.0,28757.0,Michael Dawson,4-2-3-1,Scott Duncan,Match Report,,12.0,2.0,19.7,0.0,0.0,0.0,2018,Nottingham Forest
2018-11-10,15:00,Championship,Matchweek 17,Sat,Home,D,0,0,Stoke City,0.9,0.7,54.0,28556.0,Michael Dawson,4-2-3-1,Oliver Langford,Match Report,,12.0,4.0,19.4,0.0,0.0,0.0,2018,Nottingham Forest
2018-11-24,15:00,Championship,Matchweek 18,Sat,Away,W,2,0,Hull City,1.4,0.3,60.0,3364.0,Michael Dawson,4-2-3-1,Graham Scott,Match Report,,15.0,6.0,19.0,1.0,0.0,0.0,2018,Nottingham Forest
2018-11-28,19:45,Championship,Matchweek 19,Wed,Away,D,5,5,Aston Villa,1.5,3.5,37.0,32868.0,Michael Dawson,4-2-3-1,Simon Hooper,Match Report,,8.0,5.0,18.8,1.0,0.0,0.0,2018,Nottingham Forest
2018-12-01,15:00,Championship,Matchweek 20,Sat,Home,W,2,0,Ipswich Town,2.8,0.7,55.0,27873.0,Michael Dawson,4-2-3-1,James Linington,Match Report,,17.0,6.0,16.5,0.0,0.0,0.0,2018,Nottingham Forest
2018-12-08,15:00,Championship,Matchweek 21,Sat,Home,L,0,1,Preston,1.0,1.4,62.0,27777.0,Ben Osborn,4-2-3-1,Steve Martin,Match Report,,14.0,3.0,16.6,0.0,0.0,0.0,2018,Nottingham Forest
2018-12-17,19:45,Championship,Matchweek 22,Mon,Away,D,0,0,Derby County,0.8,0.9,50.0,31160.0,Ben Osborn,4-2-3-1,Keith Stroud,Match Report,,12.0,3.0,20.4,0.0,0.0,0.0,2018,Nottingham Forest
2018-12-22,15:00,Championship,Matchweek 23,Sat,Home,L,0,1,QPR,1.1,0.4,68.0,28177.0,Ben Osborn,4-2-3-1,Gavin Ward,Match Report,,12.0,2.0,20.0,0.0,0.0,0.0,2018,Nottingham Forest
2018-12-26,15:00,Championship,Matchweek 24,Wed,Away,D,3,3,Norwich City,0.7,4.0,40.0,26933.0,Danny Fox,4-2-3-1,John Brooks,Match Report,,9.0,7.0,15.4,1.0,0.0,0.0,2018,Nottingham Forest
2018-12-29,15:00,Championship,Matchweek 25,Sat,Away,L,0,1,Millwall,0.4,1.3,65.0,15273.0,Danny Fox,4-2-3-1,Tony Harrington,Match Report,,9.0,4.0,25.1,1.0,0.0,0.0,2018,Nottingham Forest
2019-01-01,15:00,Championship,Matchweek 26,Tue,Home,W,4,2,Leeds United,1.6,2.1,38.0,29530.0,Danny Fox,4-2-3-1,Darren England,Match Report,,13.0,6.0,14.6,0.0,0.0,0.0,2018,Nottingham Forest
2019-01-12,15:00,Championship,Matchweek 27,Sat,Away,L,0,2,Reading,0.4,0.6,45.0,15034.0,Danny Fox,4-2-3-1,Oliver Langford,Match Report,,8.0,3.0,19.5,0.0,0.0,0.0,2018,Nottingham Forest
2019-01-19,15:00,Championship,Matchweek 28,Sat,Home,L,0,1,Bristol City,0.9,1.4,51.0,28922.0,Claudio Yacob,4-4-2,Jeremy Simpson,Match Report,,15.0,3.0,18.7,0.0,0.0,0.0,2018,Nottingham Forest
2019-01-26,15:00,Championship,Matchweek 29,Sat,Home,W,3,1,Wigan Athletic,1.0,2.5,55.0,28848.0,Ben Watson,4-3-3,Alan Davies,Match Report,,12.0,3.0,16.3,0.0,0.0,0.0,2018,Nottingham Forest
2019-02-02,15:00,Championship,Matchweek 30,Sat,Away,L,0,2,Birmingham City,0.6,1.5,53.0,24235.0,Ben Watson,4-1-4-1,David Webb,Match Report,,12.0,3.0,22.8,2.0,0.0,0.0,2018,Nottingham Forest
2019-02-09,15:00,Championship,Matchweek 31,Sat,Home,W,2,1,Brentford,3.2,1.8,31.0,27829.0,Ben Watson,4-2-3-1,Robert Jones,Match Report,,8.0,4.0,11.1,0.0,0.0,1.0,2018,Nottingham Forest
2019-02-12,20:00,Championship,Matchweek 32,Tue,Away,D,2,2,West Brom,1.6,1.6,33.0,22691.0,Ben Watson,4-2-3-1,Lee Mason,Match Report,,7.0,3.0,14.4,0.0,0.0,0.0,2018,Nottingham Forest
2019-02-16,15:00,Championship,Matchweek 33,Sat,Away,D,0,0,Preston,0.9,0.6,40.0,13904.0,Jack Colback,4-1-2-1-2◆,Tim Robinson,Match Report,,10.0,2.0,15.3,0.0,0.0,0.0,2018,Nottingham Forest
2019-02-25,19:45,Championship,Matchweek 34,Mon,Home,W,1,0,Derby County,1.8,0.7,37.0,29421.0,Ben Watson,4-1-4-1,Robert Jones,Match Report,,15.0,2.0,15.1,1.0,0.0,0.0,2018,Nottingham Forest
2019-03-02,15:00,Championship,Matchweek 35,Sat,Away,L,0,2,Stoke City,1.0,0.5,50.0,26736.0,Ben Watson,4-1-4-1,Roger East,Match Report,,14.0,2.0,18.6,0.0,0.0,0.0,2018,Nottingham Forest
2019-03-09,15:00,Championship,Matchweek 36,Sat,Home,W,3,0,Hull City,2.2,1.3,47.0,29397.0,Jack Colback,4-1-2-1-2◆,James Linington,Match Report,,19.0,6.0,20.3,1.0,1.0,1.0,2018,Nottingham Forest
2019-03-13,19:45,Championship,Matchweek 37,Wed,Home,L,1,3,Aston Villa,0.6,1.3,52.0,29224.0,Jack Colback,4-3-2-1,Mike Dean,Match Report,,14.0,2.0,21.9,1.0,0.0,0.0,2018,Nottingham Forest
2019-03-16,15:00,Championship,Matchweek 38,Sat,Away,D,1,1,Ipswich Town,2.0,2.0,51.0,16709.0,Jack Colback,4-3-2-1,Keith Stroud,Match Report,,13.0,6.0,13.1,0.0,0.0,0.0,2018,Nottingham Forest
2019-03-30,15:00,Championship,Matchweek 39,Sat,Home,W,2,1,Swansea City,0.6,1.0,32.0,28469.0,Ben Watson,4-3-3,Jeremy Simpson,Match Report,,11.0,3.0,16.2,0.0,0.0,0.0,2018,Nottingham Forest
2019-04-06,15:00,Championship,Matchweek 40,Sat,Away,L,1,2,Rotherham Utd,1.8,2.0,54.0,11012.0,Ben Watson,4-4-2,Steve Martin,Match Report,,13.0,4.0,16.0,0.0,0.0,0.0,2018,Nottingham Forest
2019-04-09,19:45,Championship,Matchweek 41,Tue,Away,L,0,3,Sheffield Weds,1.1,1.8,45.0,23931.0,Jack Colback,4-2-3-1,Lee Mason,Match Report,,14.0,5.0,22.1,1.0,0.0,0.0,2018,Nottingham Forest
2019-04-13,15:00,Championship,Matchweek 42,Sat,Home,L,1,2,Blackburn,1.4,1.3,56.0,27786.0,Jack Colback,4-2-3-1,Darren Bond,Match Report,,22.0,1.0,18.9,2.0,0.0,0.0,2018,Nottingham Forest
2019-04-19,12:30,Championship,Matchweek 43,Fri,Away,L,0,2,Sheffield Utd,0.4,1.5,37.0,28403.0,Jack Colback,4-5-1,Andy Madley,Match Report,,9.0,1.0,21.9,0.0,0.0,0.0,2018,Nottingham Forest
2019-04-22,15:00,Championship,Matchweek 44,Mon,Home,W,3,0,Middlesbrough,3.1,0.2,54.0,27653.0,Jack Robinson,3-4-3,Peter Bankes,Match Report,,19.0,8.0,15.1,0.0,1.0,1.0,2018,Nottingham Forest
2019-04-27,15:00,Championship,Matchweek 45,Sat,Away,W,1,0,QPR,1.3,2.2,45.0,15212.0,Jack Robinson,3-4-3,Scott Duncan,Match Report,,7.0,4.0,13.6,0.0,0.0,0.0,2018,Nottingham Forest
2019-05-05,12:30,Championship,Matchweek 46,Sun,Home,W,1,0,Bolton,0.9,0.5,49.0,27578.0,Jack Robinson,3-4-3,Oliver Langford,Match Report,,11.0,3.0,16.4,1.0,0.0,0.0,2018,Nottingham Forest
2018-08-04,17:30,Championship,Matchweek 1,Sat,Away,W,2,1,Sheffield Utd,1.0,0.6,48.0,24654.0,Mike van der Hoorn,4-3-3,Jeremy Simpson,Match Report,,9.0,4.0,17.3,1.0,0.0,0.0,2018,Swansea City
2018-08-11,15:00,Championship,Matchweek 2,Sat,Home,W,1,0,Preston,1.6,0.7,43.0,19352.0,Mike van der Hoorn,4-3-3,James Linington,Match Report,,9.0,6.0,20.4,1.0,0.0,1.0,2018,Swansea City
2018-08-17,19:45,Championship,Matchweek 3,Fri,Away,D,0,0,Birmingham City,0.2,1.5,60.0,20083.0,Mike van der Hoorn,4-3-3,Darren England,Match Report,,6.0,0.0,22.0,0.0,0.0,0.0,2018,Swansea City
2018-08-21,19:45,Championship,Matchweek 4,Tue,Home,D,2,2,Leeds United,0.9,1.2,44.0,20860.0,Leroy Fer,4-2-3-1,Andrew Davies,Match Report,,12.0,4.0,17.7,0.0,0.0,0.0,2018,Swansea City
2018-08-25,15:00,Championship,Matchweek 5,Sat,Home,L,0,1,Bristol City,0.6,1.7,57.0,20522.0,Mike van der Hoorn,4-3-3,Gavin Ward,Match Report,,12.0,2.0,19.9,0.0,0.0,0.0,2018,Swansea City
2018-09-01,17:30,Championship,Matchweek 6,Sat,Away,W,2,1,Millwall,1.2,1.3,41.0,12440.0,Leroy Fer,4-4-2,Graham Scott,Match Report,,8.0,2.0,15.2,0.0,0.0,0.0,2018,Swansea City
2018-09-15,15:00,Championship,Matchweek 7,Sat,Home,D,0,0,Nott'ham Forest,0.2,0.8,41.0,19522.0,Mike van der Hoorn,4-4-1-1,Scott Duncan,Match Report,,5.0,2.0,18.4,0.0,0.0,0.0,2018,Swansea City
2018-09-18,20:00,Championship,Matchweek 8,Tue,Away,L,0,1,Stoke City,0.8,2.0,50.0,22078.0,Mike van der Hoorn,4-4-2,Paul Tierney,Match Report,,14.0,5.0,16.7,0.0,0.0,0.0,2018,Swansea City
2018-09-22,15:00,Championship,Matchweek 9,Sat,Away,D,0,0,Middlesbrough,0.3,0.7,57.0,22881.0,Mike van der Hoorn,4-2-2-2,Simon Hooper,Match Report,,5.0,2.0,17.2,0.0,0.0,0.0,2018,Swansea City
2018-09-29,15:00,Championship,Matchweek 10,Sat,Home,W,3,0,QPR,1.8,0.8,63.0,18633.0,Mike van der Hoorn,3-5-2,Kevin Friend,Match Report,,10.0,4.0,18.7,0.0,0.0,0.0,2018,Swansea City
2018-10-02,19:45,Championship,Matchweek 11,Tue,Away,D,0,0,Wigan Athletic,1.5,1.3,59.0,8964.0,Mike van der Hoorn,4-3-3,John Brooks,Match Report,,17.0,5.0,17.4,0.0,0.0,0.0,2018,Swansea City
2018-10-06,15:00,Championship,Matchweek 12,Sat,Home,L,2,3,Ipswich Town,2.3,0.9,73.0,18810.0,Mike van der Hoorn,4-1-4-1,Oliver Langford,Match Report,,19.0,3.0,13.2,0.0,0.0,0.0,2018,Swansea City
2018-10-20,15:00,Championship,Matchweek 13,Sat,Away,L,0,1,Aston Villa,1.5,1.8,53.0,41326.0,Leroy Fer,3-4-3,Andy Madley,Match Report,,15.0,4.0,14.2,0.0,0.0,0.0,2018,Swansea City
2018-10-23,19:45,Championship,Matchweek 14,Tue,Home,W,3,1,Blackburn,1.3,1.2,54.0,18035.0,Mike van der Hoorn,4-3-3,Geoff Eltringham,Match Report,,16.0,2.0,17.7,0.0,0.0,0.0,2018,Swansea City
2018-10-27,15:00,Championship,Matchweek 15,Sat,Home,W,2,0,Reading,4.1,0.9,63.0,18785.0,Mike van der Hoorn,4-2-3-1,Keith Stroud,Match Report,,24.0,7.0,16.7,1.0,1.0,1.0,2018,Swansea City
2018-11-03,15:00,Championship,Matchweek 16,Sat,Away,L,1,2,Rotherham Utd,2.0,1.9,71.0,9006.0,Leroy Fer,4-2-3-1,Tony Harrington,Match Report,,12.0,4.0,17.5,2.0,0.0,0.0,2018,Swansea City
2018-11-10,15:00,Championship,Matchweek 17,Sat,Away,W,1,0,Bolton,1.3,0.8,56.0,14090.0,Leroy Fer,4-2-3-1,Graham Scott,Match Report,,10.0,2.0,17.8,1.0,0.0,0.0,2018,Swansea City
2018-11-24,15:00,Championship,Matchweek 18,Sat,Home,L,1,4,Norwich City,1.2,1.6,56.0,18780.0,Leroy Fer,4-2-3-1,Darren Bond,Match Report,,13.0,6.0,18.4,1.0,0.0,0.0,2018,Swansea City
2018-11-28,19:45,Championship,Matchweek 19,Wed,Home,L,1,2,West Brom,1.2,1.2,57.0,17865.0,Leroy Fer,3-4-3,James Linington,Match Report,,19.0,4.0,20.3,1.0,0.0,0.0,2018,Swansea City
2018-12-01,15:00,Championship,Matchweek 20,Sat,Away,L,1,2,Derby County,0.4,0.9,44.0,26167.0,Mike van der Hoorn,3-4-3,Andy Madley,Match Report,,7.0,2.0,15.5,0.0,0.0,0.0,2018,Swansea City
2018-12-08,15:00,Championship,Matchweek 21,Sat,Away,W,3,2,Brentford,2.2,2.2,37.0,9442.0,Leroy Fer,4-2-3-1,Andy Woolmer,Match Report,,13.0,5.0,16.7,0.0,0.0,0.0,2018,Swansea City
2018-12-15,15:00,Championship,Matchweek 22,Sat,Home,W,2,1,Sheffield Weds,1.1,0.6,62.0,18692.0,Leroy Fer,4-2-3-1,David Webb,Match Report,,12.0,4.0,19.4,0.0,0.0,0.0,2018,Swansea City
2018-12-22,17:30,Championship,Matchweek 23,Sat,Away,L,2,3,Hull City,1.1,3.6,55.0,10848.0,Leroy Fer,4-2-3-1,Oliver Langford,Match Report,,15.0,4.0,17.8,0.0,0.0,0.0,2018,Swansea City
2018-12-26,15:00,Championship,Matchweek 24,Wed,Home,L,0,1,Aston Villa,2.5,1.2,59.0,20775.0,Leroy Fer,4-3-3,Roger East,Match Report,,18.0,4.0,17.9,0.0,0.0,1.0,2018,Swansea City
2018-12-29,15:00,Championship,Matchweek 25,Sat,Home,D,2,2,Wigan Athletic,1.8,2.3,63.0,18591.0,Mike van der Hoorn,3-5-2,James Linington,Match Report,,13.0,6.0,14.1,0.0,0.0,0.0,2018,Swansea City
2019-01-01,15:00,Championship,Matchweek 26,Tue,Away,W,4,1,Reading,2.4,0.7,42.0,15644.0,Leroy Fer,4-2-3-1,Tim Robinson,Match Report,,7.0,4.0,14.8,0.0,1.0,1.0,2018,Swansea City
2019-01-12,15:00,Championship,Matchweek 27,Sat,Away,D,1,1,Preston,1.2,1.2,59.0,11604.0,Leroy Fer,4-2-3-1,Keith Stroud,Match Report,,13.0,4.0,18.4,0.0,0.0,0.0,2018,Swansea City
2019-01-19,17:30,Championship,Matchweek 28,Sat,Home,W,1,0,Sheffield Utd,1.3,1.5,51.0,18673.0,Leroy Fer,4-2-3-1,John Brooks,Match Report,,11.0,3.0,19.3,2.0,0.0,0.0,2018,Swansea City
2019-01-29,19:45,Championship,Matchweek 29,Tue,Home,D,3,3,Birmingham City,2.0,0.4,74.0,18194.0,Leroy Fer,4-3-3,Steve Martin,Match Report,,16.0,7.0,15.3,1.0,0.0,0.0,2018,Swansea City
2019-02-02,15:00,Championship,Matchweek 30,Sat,Away,L,0,2,Bristol City,0.4,2.0,57.0,23560.0,Mike van der Hoorn,4-2-3-1,Andy Woolmer,Match Report,,11.0,4.0,25.9,0.0,0.0,0.0,2018,Swansea City
2019-02-09,15:00,Championship,Matchweek 31,Sat,Home,W,1,0,Millwall,1.5,1.0,61.0,18650.0,Mike van der Hoorn,4-3-3,Kevin Friend,Match Report,,15.0,4.0,18.0,2.0,0.0,0.0,2018,Swansea City
2019-02-13,19:45,Championship,Matchweek 32,Wed,Away,L,1,2,Leeds United,1.3,1.4,40.0,34044.0,Mike van der Hoorn,4-4-2,David Webb,Match Report,,8.0,3.0,19.4,2.0,1.0,1.0,2018,Swansea City
2019-02-23,15:00,Championship,Matchweek 34,Sat,Away,L,1,3,Sheffield Weds,1.6,1.4,63.0,22935.0,Mike van der Hoorn,4-3-3,Geoff Eltringham,Match Report,,12.0,5.0,15.8,0.0,0.0,0.0,2018,Swansea City
2019-03-02,15:00,Championship,Matchweek 35,Sat,Home,W,2,0,Bolton,2.7,0.2,77.0,17880.0,Mike van der Hoorn,4-2-3-1,Gavin Ward,Match Report,,28.0,10.0,19.3,1.0,0.0,1.0,2018,Swansea City
2019-03-08,19:45,Championship,Matchweek 36,Fri,Away,L,0,1,Norwich City,0.5,0.4,52.0,26360.0,Mike van der Hoorn,4-2-3-1,Robert Jones,Match Report,,12.0,5.0,23.3,0.0,0.0,0.0,2018,Swansea City
2019-03-13,20:00,Championship,Matchweek 37,Wed,Away,L,0,3,West Brom,2.7,1.7,70.0,20282.0,Mike van der Hoorn,4-2-3-1,Scott Duncan,Match Report,,15.0,7.0,19.3,0.0,0.0,1.0,2018,Swansea City
2019-03-30,15:00,Championship,Matchweek 39,Sat,Away,L,1,2,Nott'ham Forest,1.0,0.6,68.0,28469.0,Mike van der Hoorn,4-2-3-1,Jeremy Simpson,Match Report,,14.0,6.0,19.1,2.0,0.0,0.0,2018,Swansea City
2019-04-02,19:45,Championship,Matchweek 33,Tue,Home,W,3,0,Brentford,1.6,0.2,51.0,17197.0,Mike van der Hoorn,4-2-3-1,Peter Bankes,Match Report,,13.0,6.0,18.4,1.0,0.0,0.0,2018,Swansea City
2019-04-06,15:00,Championship,Matchweek 40,Sat,Home,W,3,1,Middlesbrough,3.9,0.7,60.0,18171.0,Mike van der Hoorn,4-2-3-1,Andy Woolmer,Match Report,,15.0,6.0,16.0,0.0,1.0,1.0,2018,Swansea City
2019-04-09,19:45,Championship,Matchweek 41,Tue,Home,W,3,1,Stoke City,3.5,0.5,73.0,17804.0,Mike van der Hoorn,4-2-3-1,James Linington,Match Report,,31.0,8.0,18.7,2.0,0.0,0.0,2018,Swansea City
2019-04-13,15:00,Championship,Matchweek 42,Sat,Away,L,0,4,QPR,0.8,2.0,72.0,13872.0,Mike van der Hoorn,4-2-3-1,Andy Madley,Match Report,,9.0,0.0,19.6,1.0,0.0,0.0,2018,Swansea City
2019-04-19,15:00,Championship,Matchweek 43,Fri,Home,W,4,3,Rotherham Utd,2.8,1.4,70.0,18527.0,Mike van der Hoorn,4-2-3-1,Keith Stroud,Match Report,,15.0,8.0,13.1,0.0,0.0,0.0,2018,Swansea City
2019-04-22,15:00,Championship,Matchweek 44,Mon,Away,W,1,0,Ipswich Town,2.1,0.6,57.0,17247.0,Mike van der Hoorn,4-2-3-1,Darren England,Match Report,,17.0,5.0,16.8,0.0,0.0,0.0,2018,Swansea City
2019-04-27,15:00,Championship,Matchweek 45,Sat,Home,D,2,2,Hull City,2.2,1.8,69.0,18192.0,Mike van der Hoorn,4-2-3-1,Geoff Eltringham,Match Report,,13.0,6.0,15.2,0.0,0.0,0.0,2018,Swansea City
2019-05-01,19:45,Championship,Matchweek 38,Wed,Home,D,1,1,Derby County,1.4,0.6,56.0,18434.0,Mike van der Hoorn,4-2-3-1,Peter Bankes,Match Report,,12.0,6.0,17.9,2.0,0.0,0.0,2018,Swansea City
2019-05-05,12:30,Championship,Matchweek 46,Sun,Away,D,2,2,Blackburn,1.1,1.7,52.0,16227.0,Mike van der Hoorn,3-4-1-2,Jarred Gillett,Match Report,,10.0,3.0,17.1,0.0,0.0,0.0,2018,Swansea City
2018-08-04,15:00,Championship,Matchweek 1,Sat,Home,W,5,1,Rotherham Utd,2.5,0.6,68.0,10297.0,Henrik Dalsgaard,4-2-3-1,Oliver Langford,Match Report,,14.0,10.0,14.2,0.0,0.0,0.0,2018,Brentford
2018-08-11,15:00,Championship,Matchweek 2,Sat,Away,D,1,1,Stoke City,0.9,1.3,56.0,24806.0,Romaine Sawyers,4-2-3-1,Andrew Davies,Match Report,,17.0,5.0,22.4,1.0,0.0,0.0,2018,Brentford
2018-08-19,15:00,Championship,Matchweek 3,Sun,Home,W,2,0,Sheffield Weds,2.4,0.2,52.0,10134.0,Daniel Bentley,4-3-3,David Webb,Match Report,,13.0,8.0,16.5,0.0,1.0,1.0,2018,Brentford
2018-08-22,19:45,Championship,Matchweek 4,Wed,Away,D,2,2,Aston Villa,1.6,1.0,43.0,30011.0,Josh McEachran,4-2-3-1,Jonathan Moss,Match Report,,13.0,7.0,12.6,0.0,0.0,0.0,2018,Brentford
2018-08-25,15:00,Championship,Matchweek 5,Sat,Away,L,0,1,Blackburn,0.7,0.3,60.0,12094.0,Kamohelo Mokotjo,4-3-3,Tony Harrington,Match Report,,8.0,3.0,20.7,0.0,0.0,0.0,2018,Brentford
2018-09-01,15:00,Championship,Matchweek 6,Sat,Home,W,2,1,Nott'ham Forest,1.9,0.2,55.0,10186.0,Yoann Barbet,4-3-3,Peter Bankes,Match Report,,20.0,6.0,16.5,0.0,0.0,0.0,2018,Brentford
2018-09-15,15:00,Championship,Matchweek 7,Sat,Home,W,2,0,Wigan Athletic,3.3,0.7,58.0,9951.0,Ollie Watkins,4-2-3-1,Darren England,Match Report,,20.0,10.0,14.7,2.0,0.0,0.0,2018,Brentford
2018-09-18,19:45,Championship,Matchweek 8,Tue,Away,D,1,1,Ipswich Town,1.1,0.7,61.0,14897.0,Chris Mepham,4-2-3-1,Darren Bond,Match Report,,14.0,6.0,20.0,1.0,0.0,0.0,2018,Brentford
2018-09-22,15:00,Championship,Matchweek 9,Sat,Away,L,1,3,Derby County,0.5,1.9,59.0,25110.0,Lewis Macleod,4-2-3-1,Andy Madley,Match Report,,10.0,2.0,21.1,0.0,0.0,0.0,2018,Brentford
2018-09-29,15:00,Championship,Matchweek 10,Sat,Home,D,2,2,Reading,2.4,2.1,68.0,10045.0,Ezri Konsa,4-2-3-1,Geoff Eltringham,Match Report,,13.0,3.0,18.6,1.0,0.0,0.0,2018,Brentford
2018-10-02,19:45,Championship,Matchweek 11,Tue,Home,D,1,1,Birmingham City,0.8,1.5,73.0,9715.0,Sergi Canós,4-2-3-1,Tim Robinson,Match Report,,19.0,7.0,20.7,1.0,0.0,0.0,2018,Brentford
2018-10-06,12:30,Championship,Matchweek 12,Sat,Away,D,1,1,Leeds United,1.6,1.2,47.0,31880.0,Neal Maupay,4-2-3-1,Jeremy Simpson,Match Report,,12.0,6.0,22.1,1.0,1.0,1.0,2018,Brentford
2018-10-20,15:00,Championship,Matchweek 13,Sat,Home,L,0,1,Bristol City,1.4,1.7,51.0,11182.0,Romaine Sawyers,4-2-3-1,Robert Jones,Match Report,,11.0,4.0,17.5,1.0,0.0,0.0,2018,Brentford
2018-10-24,19:45,Championship,Matchweek 14,Wed,Away,L,3,4,Preston,1.2,1.2,59.0,10882.0,Henrik Dalsgaard,4-2-3-1,Scott Duncan,Match Report,,15.0,8.0,19.2,0.0,0.0,0.0,2018,Brentford
2018-10-27,15:00,Championship,Matchweek 15,Sat,Away,L,0,1,Norwich City,0.9,1.3,53.0,25443.0,Romaine Sawyers,4-2-3-1,Oliver Langford,Match Report,,11.0,5.0,18.9,0.0,0.0,0.0,2018,Brentford
2018-11-03,15:00,Championship,Matchweek 16,Sat,Home,W,2,0,Millwall,1.7,1.1,62.0,9476.0,Romaine Sawyers,4-2-3-1,Simon Hooper,Match Report,,18.0,3.0,19.6,1.0,0.0,0.0,2018,Brentford
2018-11-10,15:00,Championship,Matchweek 17,Sat,Away,L,2,3,QPR,0.8,3.2,58.0,17609.0,Romaine Sawyers,4-2-3-1,James Linington,Match Report,,12.0,6.0,19.3,0.0,0.0,0.0,2018,Brentford
2018-11-24,17:30,Championship,Matchweek 18,Sat,Home,L,1,2,Middlesbrough,0.9,1.7,67.0,9430.0,Henrik Dalsgaard,4-2-3-1,John Brooks,Match Report,,17.0,9.0,20.6,1.0,0.0,0.0,2018,Brentford
2018-11-27,19:45,Championship,Matchweek 19,Tue,Home,L,2,3,Sheffield Utd,0.7,1.8,65.0,8903.0,Romaine Sawyers,4-2-3-1,Steve Martin,Match Report,,14.0,3.0,21.7,1.0,0.0,0.0,2018,Brentford
2018-12-03,20:00,Championship,Matchweek 20,Mon,Away,D,1,1,West Brom,0.9,2.7,45.0,20949.0,Romaine Sawyers,4-1-4-1,Darren Bond,Match Report,,13.0,2.0,20.3,1.0,0.0,0.0,2018,Brentford
