date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
2019-02-09,15:00,Championship,Matchweek 31,Sat,Home,D,0,0,Reading,2.1,0.7,57.0,23412.0,Barry Bannan,4-4-2,John Brooks,Match Report,,20.0,7.0,18.8,1.0,0.0,0.0,2018,Sheffield Wednesday
2019-02-12,19:45,Championship,Matchweek 32,Tue,Away,D,0,0,Millwall,0.4,1.1,57.0,11828.0,Barry Bannan,4-4-1-1,Tim Robinson,Match Report,,9.0,2.0,24.7,1.0,0.0,0.0,2018,Sheffield Wednesday
2019-02-16,13:00,Championship,Matchweek 33,Sat,Away,D,2,2,Rotherham Utd,1.5,2.6,56.0,11736.0,Barry Bannan,4-2-3-1,Darren England,Match Report,,11.0,4.0,13.5,0.0,0.0,0.0,2018,Sheffield Wednesday
2019-02-23,15:00,Championship,Matchweek 34,Sat,Home,W,3,1,Swansea City,1.4,1.6,37.0,22935.0,Tom Lees,4-4-2,Geoff Eltringham,Match Report,,16.0,7.0,19.2,0.0,0.0,0.0,2018,Sheffield Wednesday
2019-02-26,19:45,Championship,Matchweek 29,Tue,Home,W,2,0,Brentford,2.5,0.3,45.0,23094.0,Tom Lees,4-2-3-1,Scott Duncan,Match Report,,16.0,6.0,15.4,0.0,0.0,0.0,2018,Sheffield Wednesday
2019-03-04,19:45,Championship,Matchweek 35,Mon,Home,D,0,0,Sheffield Utd,0.6,0.8,42.0,31630.0,Tom Lees,4-4-1-1,Peter Bankes,Match Report,,9.0,1.0,20.6,0.0,0.0,0.0,2018,Sheffield Wednesday
2019-03-09,15:00,Championship,Matchweek 36,Sat,Away,D,1,1,Derby County,1.3,0.4,53.0,28574.0,Tom Lees,4-2-3-1,Keith Stroud,Match Report,,13.0,3.0,20.9,0.0,0.0,0.0,2018,Sheffield Wednesday
2019-03-12,20:00,Championship,Matchweek 37,Tue,Away,W,2,0,Bolton,1.0,0.6,55.0,13624.0,Tom Lees,4-4-2,Steve Martin,Match Report,,10.0,7.0,18.0,0.0,0.0,0.0,2018,Sheffield Wednesday
2019-03-16,15:00,Championship,Matchweek 38,Sat,Home,W,4,2,Blackburn,2.0,1.0,40.0,24608.0,Tom Lees,4-4-2,James Linington,Match Report,,10.0,4.0,17.5,0.0,0.0,0.0,2018,Sheffield Wednesday
2019-03-30,15:00,Championship,Matchweek 39,Sat,Away,D,0,0,Stoke City,0.4,1.2,37.0,26398.0,Tom Lees,4-4-2,Andy Madley,Match Report,,3.0,1.0,17.9,0.0,0.0,0.0,2018,Sheffield Wednesday
2019-04-06,15:00,Championship,Matchweek 40,Sat,Home,L,1,3,Aston Villa,1.9,0.5,51.0,29458.0,Tom Lees,4-4-2,Oliver Langford,Match Report,,11.0,2.0,17.6,0.0,0.0,1.0,2018,Sheffield Wednesday
2019-04-09,19:45,Championship,Matchweek 41,Tue,Home,W,3,0,Nott'ham Forest,1.8,1.1,55.0,23931.0,Tom Lees,4-4-2,Lee Mason,Match Report,,14.0,6.0,19.2,0.0,0.0,0.0,2018,Sheffield Wednesday
2019-04-13,17:30,Championship,Matchweek 42,Sat,Away,L,0,1,Leeds United,0.4,2.6,39.0,36461.0,Tom Lees,4-4-2,Tim Robinson,Match Report,,8.0,2.0,15.9,0.0,0.0,0.0,2018,Sheffield Wednesday
2019-04-19,19:45,Championship,Matchweek 43,Fri,Away,D,2,2,Norwich City,1.4,1.8,42.0,26744.0,Tom Lees,4-4-2,Geoff Eltringham,Match Report,,12.0,6.0,21.9,0.0,0.0,0.0,2018,Sheffield Wednesday
2019-04-22,15:00,Championship,Matchweek 44,Mon,Home,W,2,0,Bristol City,1.0,1.4,51.0,23998.0,Tom Lees,4-4-2,Robert Jones,Match Report,,10.0,6.0,23.9,0.0,0.0,0.0,2018,Sheffield Wednesday
2019-04-27,15:00,Championship,Matchweek 45,Sat,Away,D,3,3,Preston,1.4,1.4,54.0,15873.0,Tom Lees,4-4-1-1,Jeremy Simpson,Match Report,,16.0,7.0,17.3,0.0,0.0,0.0,2018,Sheffield Wednesday
2019-05-05,12:30,Championship,Matchweek 46,Sun,Home,L,1,2,QPR,1.9,2.6,57.0,26111.0,Tom Lees,4-4-2,Andrew Davies,Match Report,,6.0,1.0,18.6,1.0,1.0,2.0,2018,Sheffield Wednesday
2018-08-06,19:45,Championship,Matchweek 1,Mon,Home,L,1,3,Aston Villa,0.8,0.9,51.0,14071.0,Markus Henriksen,4-4-1-1,Andy Madley,Match Report,,11.0,3.0,24.1,0.0,0.0,0.0,2018,Hull City
2018-08-11,15:00,Championship,Matchweek 2,Sat,Away,D,1,1,Sheffield Weds,2.0,2.3,42.0,23416.0,Markus Henriksen,4-4-1-1,Stuart Attwell,Match Report,,16.0,3.0,17.4,0.0,0.0,0.0,2018,Hull City
2018-08-18,15:00,Championship,Matchweek 3,Sat,Home,L,0,1,Blackburn,0.5,2.8,52.0,12233.0,Markus Henriksen,4-4-1-1,David Coote,Match Report,,10.0,3.0,17.3,1.0,0.0,0.0,2018,Hull City
2018-08-21,19:45,Championship,Matchweek 4,Tue,Away,W,3,2,Rotherham Utd,1.4,2.0,57.0,8962.0,Markus Henriksen,4-4-1-1,Jeremy Simpson,Match Report,,14.0,6.0,20.0,0.0,0.0,0.0,2018,Hull City
2018-08-25,15:00,Championship,Matchweek 5,Sat,Away,L,0,2,Stoke City,0.2,1.0,35.0,23311.0,Markus Henriksen,4-4-1-1,Darren Bond,Match Report,,4.0,0.0,20.3,0.0,0.0,0.0,2018,Hull City
2018-09-01,15:00,Championship,Matchweek 6,Sat,Home,L,1,2,Derby County,1.3,1.4,48.0,12285.0,Markus Henriksen,4-4-1-1,John Brooks,Match Report,,18.0,2.0,17.2,0.0,0.0,0.0,2018,Hull City
2018-09-15,15:00,Championship,Matchweek 7,Sat,Home,W,2,0,Ipswich Town,1.5,0.3,47.0,11650.0,Markus Henriksen,4-4-1-1,Tony Harrington,Match Report,,13.0,6.0,14.4,0.0,0.0,0.0,2018,Hull City
2018-09-18,19:45,Championship,Matchweek 8,Tue,Away,L,1,2,Wigan Athletic,0.6,1.6,43.0,8848.0,Markus Henriksen,4-4-2,David Webb,Match Report,,7.0,4.0,13.7,0.0,0.0,0.0,2018,Hull City
2018-09-22,15:00,Championship,Matchweek 9,Sat,Away,L,0,3,Reading,1.0,1.9,57.0,12409.0,Markus Henriksen,4-4-1-1,Jeremy Simpson,Match Report,,9.0,2.0,16.3,1.0,0.0,0.0,2018,Hull City
2018-09-29,15:00,Championship,Matchweek 10,Sat,Home,D,1,1,Middlesbrough,1.5,1.1,51.0,13185.0,Markus Henriksen,4-4-1-1,Darren England,Match Report,,9.0,2.0,24.7,1.0,1.0,1.0,2018,Hull City
2018-10-02,19:45,Championship,Matchweek 11,Tue,Home,L,0,1,Leeds United,0.7,1.7,35.0,13798.0,Markus Henriksen,4-4-1-1,Darren Bond,Match Report,,10.0,1.0,18.4,0.0,0.0,0.0,2018,Hull City
2018-10-06,15:00,Championship,Matchweek 12,Sat,Away,L,0,1,Sheffield Utd,0.5,2.0,47.0,25360.0,Markus Henriksen,3-5-2,Peter Bankes,Match Report,,8.0,3.0,20.4,0.0,0.0,0.0,2018,Hull City
2018-10-20,15:00,Championship,Matchweek 13,Sat,Home,D,1,1,Preston,2.2,1.1,43.0,12066.0,David Marshall,3-4-3,Gavin Ward,Match Report,,13.0,4.0,21.4,1.0,1.0,1.0,2018,Hull City
2018-10-24,19:45,Championship,Matchweek 14,Wed,Away,L,0,1,Bristol City,1.1,1.0,42.0,19149.0,David Marshall,3-4-3,Peter Bankes,Match Report,,13.0,2.0,16.5,1.0,0.0,0.0,2018,Hull City
2018-10-27,15:00,Championship,Matchweek 15,Sat,Away,W,1,0,Bolton,0.7,1.1,45.0,13108.0,Markus Henriksen,4-5-1,David Webb,Match Report,,7.0,2.0,17.8,0.0,0.0,0.0,2018,Hull City
2018-11-03,15:00,Championship,Matchweek 16,Sat,Home,W,1,0,West Brom,1.3,0.9,43.0,11916.0,Markus Henriksen,4-5-1,Keith Stroud,Match Report,,13.0,3.0,14.8,1.0,0.0,0.0,2018,Hull City
2018-11-10,15:00,Championship,Matchweek 17,Sat,Away,D,3,3,Birmingham City,2.0,1.9,55.0,21468.0,Markus Henriksen,4-5-1,Gavin Ward,Match Report,,13.0,5.0,16.6,1.0,0.0,0.0,2018,Hull City
2018-11-24,15:00,Championship,Matchweek 18,Sat,Home,L,0,2,Nott'ham Forest,0.3,1.4,40.0,3364.0,David Marshall,4-4-2,Graham Scott,Match Report,,7.0,1.0,24.3,1.0,0.0,0.0,2018,Hull City
2018-11-27,19:45,Championship,Matchweek 19,Tue,Home,D,0,0,Norwich City,0.9,1.1,34.0,11420.0,Markus Henriksen,4-4-1-1,Geoff Eltringham,Match Report,,14.0,4.0,17.3,0.0,0.0,0.0,2018,Hull City
2018-12-01,15:00,Championship,Matchweek 20,Sat,Away,W,3,2,QPR,2.6,2.5,38.0,13824.0,Markus Henriksen,4-4-1-1,Jeremy Simpson,Match Report,,16.0,7.0,16.5,1.0,0.0,0.0,2018,Hull City
2018-12-08,15:00,Championship,Matchweek 21,Sat,Away,D,2,2,Millwall,1.2,1.3,47.0,12004.0,Markus Henriksen,4-4-1-1,Keith Stroud,Match Report,,7.0,2.0,17.2,0.0,0.0,0.0,2018,Hull City
2018-12-15,15:00,Championship,Matchweek 22,Sat,Home,W,2,0,Brentford,1.5,0.9,30.0,10530.0,Markus Henriksen,4-4-1-1,Andrew Davies,Match Report,,7.0,3.0,11.4,0.0,0.0,0.0,2018,Hull City
2018-12-22,17:30,Championship,Matchweek 23,Sat,Home,W,3,2,Swansea City,3.6,1.1,45.0,10848.0,David Marshall,4-4-1-1,Oliver Langford,Match Report,,12.0,7.0,14.7,0.0,0.0,1.0,2018,Hull City
2018-12-26,15:00,Championship,Matchweek 24,Wed,Away,W,2,1,Preston,1.4,1.0,46.0,14026.0,Markus Henriksen,4-4-1-1,Scott Duncan,Match Report,,10.0,4.0,16.4,1.0,0.0,0.0,2018,Hull City
2018-12-29,15:00,Championship,Matchweek 25,Sat,Away,W,2,0,Leeds United,1.3,1.2,28.0,35754.0,Markus Henriksen,4-4-1-1,John Brooks,Match Report,,9.0,3.0,16.1,1.0,0.0,0.0,2018,Hull City
2019-01-01,15:00,Championship,Matchweek 26,Tue,Home,W,6,0,Bolton,2.8,0.7,58.0,12418.0,Markus Henriksen,4-4-1-1,Tony Harrington,Match Report,,20.0,9.0,15.1,1.0,0.0,0.0,2018,Hull City
2019-01-12,15:00,Championship,Matchweek 27,Sat,Home,W,3,0,Sheffield Weds,2.2,0.1,52.0,14102.0,Markus Henriksen,4-4-1-1,Geoff Eltringham,Match Report,,16.0,6.0,21.1,0.0,1.0,1.0,2018,Hull City
2019-01-19,15:00,Championship,Matchweek 28,Sat,Away,D,2,2,Aston Villa,2.3,1.8,40.0,33619.0,Markus Henriksen,4-4-1-1,Darren Bond,Match Report,,12.0,4.0,15.1,0.0,0.0,0.0,2018,Hull City
2019-01-26,15:00,Championship,Matchweek 29,Sat,Away,L,0,3,Blackburn,0.2,1.5,42.0,13589.0,Markus Henriksen,4-4-1-1,Jeremy Simpson,Match Report,,4.0,2.0,25.6,1.0,0.0,0.0,2018,Hull City
2019-02-02,15:00,Championship,Matchweek 30,Sat,Home,W,2,0,Stoke City,1.1,1.1,41.0,12776.0,Markus Henriksen,4-4-1-1,Peter Bankes,Match Report,,7.0,3.0,16.0,1.0,0.0,0.0,2018,Hull City
2019-02-09,15:00,Championship,Matchweek 31,Sat,Away,L,0,2,Derby County,0.9,1.7,41.0,28211.0,Markus Henriksen,4-4-1-1,Gavin Ward,Match Report,,7.0,1.0,16.5,0.0,0.0,0.0,2018,Hull City
2019-02-12,19:45,Championship,Matchweek 32,Tue,Home,D,2,2,Rotherham Utd,1.4,1.4,59.0,10785.0,Markus Henriksen,4-4-1-1,Scott Duncan,Match Report,,8.0,3.0,19.4,0.0,0.0,0.0,2018,Hull City
2019-02-23,15:00,Championship,Matchweek 34,Sat,Away,L,1,5,Brentford,0.8,2.5,39.0,9675.0,Markus Henriksen,4-1-4-1,Tim Robinson,Match Report,,7.0,3.0,17.8,1.0,0.0,0.0,2018,Hull City
2019-02-26,19:45,Championship,Matchweek 33,Tue,Home,W,2,1,Millwall,1.1,1.0,47.0,10191.0,Markus Henriksen,4-4-1-1,Darren Bond,Match Report,,13.0,3.0,20.8,2.0,0.0,0.0,2018,Hull City
2019-03-02,15:00,Championship,Matchweek 35,Sat,Home,W,2,0,Birmingham City,2.6,1.6,55.0,12551.0,Markus Henriksen,4-4-1-1,Tony Harrington,Match Report,,11.0,6.0,18.6,0.0,1.0,1.0,2018,Hull City
2019-03-09,15:00,Championship,Matchweek 36,Sat,Away,L,0,3,Nott'ham Forest,1.3,2.2,53.0,29397.0,Markus Henriksen,4-4-1-1,James Linington,Match Report,,10.0,3.0,15.7,0.0,0.0,0.0,2018,Hull City
2019-03-13,19:45,Championship,Matchweek 37,Wed,Away,L,2,3,Norwich City,0.7,1.9,39.0,25879.0,Markus Henriksen,4-4-1-1,Andy Madley,Match Report,,6.0,2.0,20.5,2.0,0.0,0.0,2018,Hull City
2019-03-16,15:00,Championship,Matchweek 38,Sat,Home,D,2,2,QPR,1.3,2.3,57.0,11227.0,David Marshall,4-4-1-1,Steve Martin,Match Report,,14.0,5.0,19.9,2.0,0.0,0.0,2018,Hull City
2019-03-30,15:00,Championship,Matchweek 39,Sat,Away,W,2,0,Ipswich Town,0.8,0.9,39.0,15720.0,David Marshall,4-4-1-1,John Brooks,Match Report,,7.0,3.0,16.2,0.0,0.0,0.0,2018,Hull City
2019-04-06,15:00,Championship,Matchweek 40,Sat,Home,W,3,1,Reading,2.9,0.8,53.0,11268.0,Markus Henriksen,4-4-1-1,Tim Robinson,Match Report,,16.0,4.0,17.4,1.0,0.0,0.0,2018,Hull City
2019-04-10,19:45,Championship,Matchweek 41,Wed,Home,W,2,1,Wigan Athletic,1.6,0.7,57.0,10827.0,Markus Henriksen,4-4-1-1,David Webb,Match Report,,15.0,4.0,16.5,1.0,0.0,0.0,2018,Hull City
2019-04-13,15:00,Championship,Matchweek 42,Sat,Away,L,0,1,Middlesbrough,1.3,2.3,60.0,22427.0,Markus Henriksen,4-4-1-1,Robert Jones,Match Report,,15.0,3.0,13.8,1.0,0.0,0.0,2018,Hull City
2019-04-19,15:00,Championship,Matchweek 43,Fri,Away,L,2,3,West Brom,0.6,1.8,43.0,23501.0,Markus Henriksen,4-4-1-1,Peter Bankes,Match Report,,11.0,3.0,15.8,0.0,0.0,0.0,2018,Hull City
2019-04-22,15:00,Championship,Matchweek 44,Mon,Home,L,0,3,Sheffield Utd,0.6,1.4,60.0,14116.0,Jackson Irvine,4-4-1-1,Graham Scott,Match Report,,11.0,2.0,16.9,1.0,0.0,0.0,2018,Hull City
2019-04-27,15:00,Championship,Matchweek 45,Sat,Away,D,2,2,Swansea City,1.8,2.2,31.0,18192.0,Markus Henriksen,5-3-2,Geoff Eltringham,Match Report,,8.0,4.0,14.3,0.0,0.0,0.0,2018,Hull City
2019-05-05,12:30,Championship,Matchweek 46,Sun,Home,D,1,1,Bristol City,1.3,2.1,47.0,12165.0,Markus Henriksen,4-4-1-1,John Brooks,Match Report,,15.0,3.0,22.2,1.0,0.0,0.0,2018,Hull City
2018-08-04,15:00,Championship,Matchweek 1,Sat,Home,W,1,0,QPR,0.6,0.5,64.0,13418.0,Tom Clarke,4-1-4-1,Darren England,Match Report,,15.0,3.0,21.9,0.0,0.0,0.0,2018,Preston North End
2018-08-11,15:00,Championship,Matchweek 2,Sat,Away,L,0,1,Swansea City,0.7,1.6,57.0,19352.0,Tom Clarke,4-1-4-1,James Linington,Match Report,,12.0,5.0,17.5,0.0,0.0,0.0,2018,Preston North End
2018-08-18,17:30,Championship,Matchweek 3,Sat,Home,D,2,2,Stoke City,2.3,0.8,59.0,13996.0,Tom Clarke,4-2-3-1,Andy Madley,Match Report,,14.0,5.0,16.0,0.0,1.0,1.0,2018,Preston North End
2018-08-22,19:45,Championship,Matchweek 4,Wed,Away,L,0,2,Norwich City,0.4,0.6,50.0,24936.0,Tom Clarke,4-4-2,Gavin Ward,Match Report,,8.0,3.0,15.7,0.0,0.0,0.0,2018,Preston North End
2018-08-25,15:00,Championship,Matchweek 5,Sat,Away,L,0,2,Derby County,0.4,0.8,51.0,25257.0,Paul Huntington,4-2-3-1,David Webb,Match Report,,6.0,4.0,17.9,0.0,0.0,0.0,2018,Preston North End
2018-09-01,15:00,Championship,Matchweek 6,Sat,Home,D,2,2,Bolton,1.2,0.6,58.0,16331.0,Tom Clarke,4-2-3-1,Andrew Davies,Match Report,,13.0,4.0,22.9,0.0,0.0,0.0,2018,Preston North End
2018-09-15,15:00,Championship,Matchweek 7,Sat,Home,L,2,3,Reading,2.4,1.6,57.0,10849.0,Tom Clarke,3-4-3,Darren Bond,Match Report,,23.0,10.0,16.0,1.0,0.0,0.0,2018,Preston North End
2018-09-18,19:45,Championship,Matchweek 8,Tue,Away,L,0,3,Leeds United,0.2,2.3,39.0,27729.0,Tom Clarke,4-2-3-1,Geoff Eltringham,Match Report,,5.0,3.0,28.7,0.0,0.0,0.0,2018,Preston North End
2018-09-22,15:00,Championship,Matchweek 9,Sat,Away,L,2,3,Sheffield Utd,0.9,2.1,46.0,23857.0,Tom Clarke,5-3-2,Scott Duncan,Match Report,,10.0,3.0,21.7,0.0,0.0,0.0,2018,Preston North End
2018-09-29,15:00,Championship,Matchweek 10,Sat,Home,L,2,3,West Brom,1.2,1.8,45.0,14099.0,Paul Huntington,3-5-2,Tony Harrington,Match Report,,14.0,4.0,18.4,1.0,0.0,0.0,2018,Preston North End
2018-10-02,19:45,Championship,Matchweek 11,Tue,Away,D,3,3,Aston Villa,2.6,1.5,57.0,27331.0,Paul Huntington,4-2-3-1,Peter Bankes,Match Report,,18.0,6.0,14.9,1.0,1.0,1.0,2018,Preston North End
2018-10-06,15:00,Championship,Matchweek 12,Sat,Home,W,4,0,Wigan Athletic,2.0,1.1,47.0,15280.0,Tom Clarke,4-2-3-1,Lee Probert,Match Report,,16.0,3.0,18.6,0.0,1.0,1.0,2018,Preston North End
2018-10-20,15:00,Championship,Matchweek 13,Sat,Away,D,1,1,Hull City,1.1,2.2,57.0,12066.0,Alan Browne,4-2-3-1,Gavin Ward,Match Report,,14.0,4.0,16.1,0.0,0.0,0.0,2018,Preston North End
2018-10-24,19:45,Championship,Matchweek 14,Wed,Home,W,4,3,Brentford,1.2,1.2,41.0,10882.0,Paul Huntington,4-2-3-1,Scott Duncan,Match Report,,15.0,8.0,17.7,2.0,0.0,0.0,2018,Preston North End
2018-10-27,15:00,Championship,Matchweek 15,Sat,Home,D,1,1,Rotherham Utd,1.2,0.5,55.0,11780.0,Tom Clarke,4-2-3-1,Jeremy Simpson,Match Report,,15.0,6.0,19.9,1.0,0.0,0.0,2018,Preston North End
2018-11-03,15:00,Championship,Matchweek 16,Sat,Away,D,1,1,Ipswich Town,0.4,1.4,47.0,15129.0,Tom Clarke,4-2-3-1,Andy Woolmer,Match Report,,8.0,3.0,18.0,1.0,0.0,0.0,2018,Preston North End
2018-11-10,15:00,Championship,Matchweek 17,Sat,Away,W,1,0,Bristol City,1.2,0.2,45.0,19797.0,Tom Clarke,4-3-3,Geoff Eltringham,Match Report,,10.0,3.0,14.5,0.0,0.0,0.0,2018,Preston North End
2018-11-24,15:00,Championship,Matchweek 18,Sat,Home,W,4,1,Blackburn,2.2,1.1,43.0,19912.0,Tom Clarke,4-2-3-1,Andy Madley,Match Report,,16.0,5.0,18.0,2.0,0.0,0.0,2018,Preston North End
2018-11-27,19:45,Championship,Matchweek 19,Tue,Home,D,1,1,Middlesbrough,1.0,0.9,63.0,10990.0,Tom Clarke,4-2-3-1,Peter Bankes,Match Report,,13.0,4.0,16.1,0.0,0.0,0.0,2018,Preston North End
2018-12-01,15:00,Championship,Matchweek 20,Sat,Away,L,0,3,Birmingham City,0.5,1.7,52.0,20523.0,Paul Huntington,4-2-3-1,David Webb,Match Report,,8.0,4.0,18.1,1.0,0.0,0.0,2018,Preston North End
2018-12-08,15:00,Championship,Matchweek 21,Sat,Away,W,1,0,Nott'ham Forest,1.4,1.0,38.0,27777.0,Tom Clarke,4-2-3-1,Steve Martin,Match Report,,8.0,2.0,14.3,0.0,0.0,0.0,2018,Preston North End
2018-12-15,15:00,Championship,Matchweek 22,Sat,Home,W,3,2,Millwall,1.3,1.3,58.0,10924.0,Tom Clarke,4-2-3-1,John Brooks,Match Report,,14.0,5.0,18.6,2.0,0.0,0.0,2018,Preston North End
2018-12-22,15:00,Championship,Matchweek 23,Sat,Away,L,0,1,Sheffield Weds,0.2,1.0,43.0,22366.0,Paul Gallagher,4-2-3-1,David Coote,Match Report,,4.0,1.0,13.6,0.0,0.0,0.0,2018,Preston North End
2018-12-26,15:00,Championship,Matchweek 24,Wed,Home,L,1,2,Hull City,1.0,1.4,54.0,14026.0,Tom Clarke,4-2-3-1,Scott Duncan,Match Report,,22.0,6.0,18.4,0.0,0.0,0.0,2018,Preston North End
2018-12-29,15:00,Championship,Matchweek 25,Sat,Home,D,1,1,Aston Villa,2.0,1.7,40.0,19126.0,Tom Clarke,4-2-3-1,Geoff Eltringham,Match Report,,14.0,4.0,13.5,0.0,0.0,0.0,2018,Preston North End
2019-01-01,15:00,Championship,Matchweek 26,Tue,Away,L,1,2,Rotherham Utd,3.0,0.8,51.0,9077.0,Tom Clarke,4-2-3-1,Lee Probert,Match Report,,18.0,4.0,14.3,2.0,0.0,0.0,2018,Preston North End
2019-01-12,15:00,Championship,Matchweek 27,Sat,Home,D,1,1,Swansea City,1.2,1.2,41.0,11604.0,Tom Clarke,4-2-3-1,Keith Stroud,Match Report,,7.0,4.0,22.2,1.0,1.0,1.0,2018,Preston North End
2019-01-19,15:00,Championship,Matchweek 28,Sat,Away,W,4,1,QPR,1.4,0.7,56.0,13736.0,Paul Gallagher,4-2-3-1,Andy Madley,Match Report,,13.0,6.0,18.5,0.0,0.0,0.0,2018,Preston North End
2019-01-26,15:00,Championship,Matchweek 29,Sat,Away,W,2,0,Stoke City,1.0,1.6,52.0,25053.0,Paul Gallagher,4-2-3-1,Oliver Langford,Match Report,,12.0,5.0,21.0,1.0,0.0,0.0,2018,Preston North End
2019-02-01,19:45,Championship,Matchweek 30,Fri,Home,D,0,0,Derby County,2.2,0.4,55.0,12124.0,Paul Gallagher,4-2-3-1,Darren Bond,Match Report,,23.0,3.0,15.0,0.0,0.0,0.0,2018,Preston North End
2019-02-09,15:00,Championship,Matchweek 31,Sat,Away,W,2,1,Bolton,2.5,1.4,58.0,17381.0,Paul Gallagher,4-1-4-1,Andy Madley,Match Report,,16.0,6.0,16.3,0.0,0.0,0.0,2018,Preston North End
2019-02-13,19:45,Championship,Matchweek 32,Wed,Home,W,3,1,Norwich City,2.0,2.5,40.0,11280.0,Paul Gallagher,4-2-3-1,Geoff Eltringham,Match Report,,10.0,3.0,22.3,0.0,1.0,1.0,2018,Preston North End
2019-02-16,15:00,Championship,Matchweek 33,Sat,Home,D,0,0,Nott'ham Forest,0.6,0.9,60.0,13904.0,Paul Gallagher,4-1-4-1,Tim Robinson,Match Report,,10.0,3.0,15.9,0.0,0.0,0.0,2018,Preston North End
2019-02-23,15:00,Championship,Matchweek 34,Sat,Away,W,3,1,Millwall,1.0,1.4,50.0,13265.0,Tom Clarke,4-1-4-1,Steve Martin,Match Report,,12.0,5.0,15.8,0.0,0.0,0.0,2018,Preston North End
2019-03-02,15:00,Championship,Matchweek 35,Sat,Home,D,1,1,Bristol City,1.4,1.9,50.0,12863.0,Paul Gallagher,4-2-3-1,Jeremy Simpson,Match Report,,17.0,3.0,18.8,0.0,0.0,0.0,2018,Preston North End
2019-03-09,12:00,Championship,Matchweek 36,Sat,Away,W,1,0,Blackburn,0.5,1.2,43.0,21577.0,Paul Gallagher,4-1-4-1,Oliver Langford,Match Report,,6.0,3.0,14.0,0.0,0.0,0.0,2018,Preston North End
2019-03-13,19:45,Championship,Matchweek 37,Wed,Away,W,2,1,Middlesbrough,1.5,2.0,59.0,21088.0,Paul Gallagher,3-5-2,Keith Stroud,Match Report,,17.0,6.0,17.3,0.0,0.0,0.0,2018,Preston North End
2019-03-16,15:00,Championship,Matchweek 38,Sat,Home,W,1,0,Birmingham City,1.4,0.8,59.0,17509.0,Ben Davies,4-2-3-1,Scott Duncan,Match Report,,12.0,1.0,18.6,1.0,0.0,0.0,2018,Preston North End
2019-03-30,15:00,Championship,Matchweek 39,Sat,Away,L,1,2,Reading,0.7,1.5,62.0,16771.0,Paul Gallagher,4-2-3-1,Tony Harrington,Match Report,,11.0,2.0,16.3,1.0,0.0,0.0,2018,Preston North End
2019-04-06,15:00,Championship,Matchweek 40,Sat,Home,L,0,1,Sheffield Utd,1.0,2.1,54.0,18339.0,Alan Browne,4-2-3-1,Gavin Ward,Match Report,,11.0,3.0,13.3,0.0,0.0,0.0,2018,Preston North End
2019-04-09,19:45,Championship,Matchweek 41,Tue,Home,L,0,2,Leeds United,0.3,1.4,42.0,18019.0,Alan Browne,4-2-3-1,Robert Jones,Match Report,,5.0,0.0,14.2,0.0,0.0,0.0,2018,Preston North End
2019-04-13,15:00,Championship,Matchweek 42,Sat,Away,L,1,4,West Brom,0.6,2.4,59.0,25088.0,Paul Gallagher,4-1-4-1,Roger East,Match Report,,10.0,2.0,14.9,0.0,0.0,0.0,2018,Preston North End
2019-04-19,15:00,Championship,Matchweek 43,Fri,Home,W,4,0,Ipswich Town,2.2,0.8,42.0,12546.0,Paul Gallagher,4-2-3-1,Steve Martin,Match Report,,17.0,10.0,16.7,0.0,0.0,0.0,2018,Preston North End
2019-04-22,15:00,Championship,Matchweek 44,Mon,Away,L,0,2,Wigan Athletic,0.5,1.9,56.0,12496.0,Paul Gallagher,4-2-3-1,Andy Madley,Match Report,,12.0,1.0,19.2,1.0,0.0,0.0,2018,Preston North End
2019-04-27,15:00,Championship,Matchweek 45,Sat,Home,D,3,3,Sheffield Weds,1.4,1.4,46.0,15873.0,Paul Gallagher,4-2-3-1,Jeremy Simpson,Match Report,,13.0,4.0,16.7,0.0,0.0,0.0,2018,Preston North End
2019-05-05,12:30,Championship,Matchweek 46,Sun,Away,L,0,3,Brentford,0.7,2.0,54.0,11289.0,Paul Gallagher,4-2-3-1,James Linington,Match Report,,8.0,3.0,21.4,0.0,0.0,0.0,2018,Preston North End
2018-08-04,15:00,Championship,Matchweek 1,Sat,Away,D,2,2,Ipswich Town,1.8,0.6,44.0,18940.0,Charlie Mulgrew,4-2-3-1,Andrew Davies,Match Report,,6.0,2.0,12.6,1.0,0.0,0.0,2018,Blackburn Rovers
2018-08-11,15:00,Championship,Matchweek 2,Sat,Home,D,0,0,Millwall,1.3,0.4,63.0,13239.0,Charlie Mulgrew,4-2-3-1,Gavin Ward,Match Report,,10.0,4.0,19.1,3.0,0.0,0.0,2018,Blackburn Rovers
2018-08-18,15:00,Championship,Matchweek 3,Sat,Away,W,1,0,Hull City,2.8,0.5,48.0,12233.0,Charlie Mulgrew,4-2-3-1,David Coote,Match Report,,16.0,7.0,13.8,0.0,0.0,0.0,2018,Blackburn Rovers
2018-08-22,19:45,Championship,Matchweek 4,Wed,Home,D,2,2,Reading,2.2,0.9,61.0,11818.0,Charlie Mulgrew,4-2-3-1,Oliver Langford,Match Report,,14.0,2.0,19.8,0.0,2.0,2.0,2018,Blackburn Rovers
